"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"11.01.2009","102,21","102,21","102,21","102,21","","0,00%"
"12.01.2009","102,21","102,21","102,21","102,21","","0,00%"
"13.01.2009","102,21","102,21","102,21","102,21","","0,00%"
"14.01.2009","102,21","102,21","102,21","102,21","","0,00%"
"15.01.2009","101,74","102,21","102,21","101,74","","-0,46%"
"16.01.2009","101,97","101,74","102,01","101,74","","0,23%"
"19.01.2009","101,97","101,97","101,97","101,97","","0,00%"
"20.01.2009","101,82","101,97","101,97","101,82","","-0,15%"
"21.01.2009","101,82","101,82","101,82","101,82","","0,00%"
"22.01.2009","102,04","101,82","102,10","101,81","","0,22%"
"23.01.2009","99,93","102,04","102,04","99,93","","-2,07%"
"26.01.2009","99,93","99,93","99,93","99,93","","0,00%"
"27.01.2009","99,33","99,93","100,19","98,14","","-0,60%"
"28.01.2009","99,33","99,33","99,33","99,33","","0,00%"
"29.01.2009","99,33","99,33","99,33","99,33","","0,00%"
"30.01.2009","100,48","99,33","100,48","99,33","","1,16%"
"02.02.2009","100,48","100,48","100,48","100,48","","0,00%"
"03.02.2009","100,33","100,48","100,74","100,25","","-0,15%"
"04.02.2009","100,33","100,33","100,33","100,33","","0,00%"
"05.02.2009","100,28","100,33","100,33","100,02","","-0,05%"
"06.02.2009","100,52","100,28","100,52","100,28","","0,24%"
"09.02.2009","92,97","100,52","100,52","92,97","","-7,51%"
"10.02.2009","92,63","92,97","92,97","92,63","","-0,37%"
"11.02.2009","92,18","92,63","92,63","92,18","","-0,49%"
"12.02.2009","94,77","92,18","96,89","92,18","","2,81%"
"13.02.2009","98,39","94,77","98,39","94,77","","3,82%"
"16.02.2009","96,50","98,39","98,39","96,50","","-1,92%"
"17.02.2009","96,47","96,50","96,50","96,47","","-0,03%"
"18.02.2009","96,39","96,47","96,47","96,39","","-0,08%"
"19.02.2009","96,58","96,39","96,58","96,39","","0,20%"
"20.02.2009","97,82","96,58","97,90","96,58","","1,28%"
"24.02.2009","101,70","97,82","101,72","97,82","","3,97%"
"25.02.2009","99,93","101,70","101,70","99,86","","-1,74%"
"26.02.2009","101,51","99,93","101,51","99,93","","1,58%"
"27.02.2009","108,13","101,51","108,13","101,51","","6,52%"
"02.03.2009","108,10","108,13","108,13","108,10","","-0,03%"
"03.03.2009","108,00","108,10","108,14","108,00","","-0,09%"
"04.03.2009","107,40","108,00","108,00","107,40","","-0,56%"
"05.03.2009","107,95","107,40","107,95","107,40","","0,51%"
"06.03.2009","107,86","107,95","107,95","107,86","","-0,08%"
"10.03.2009","108,46","107,86","108,46","107,86","","0,56%"
"11.03.2009","108,47","108,46","108,47","108,46","","0,01%"
"12.03.2009","109,21","108,47","109,21","108,47","","0,68%"
"13.03.2009","109,09","109,21","109,26","109,05","","-0,11%"
"16.03.2009","108,98","109,09","109,09","108,88","","-0,10%"
"17.03.2009","109,37","108,98","109,37","108,98","","0,36%"
"18.03.2009","109,47","109,37","109,47","109,37","","0,09%"
"19.03.2009","109,55","109,47","109,55","109,41","","0,07%"
"20.03.2009","110,78","109,55","110,79","109,55","","1,12%"
"23.03.2009","110,69","110,78","110,78","110,53","","-0,08%"
"24.03.2009","110,31","110,69","110,89","110,31","","-0,34%"
"25.03.2009","108,91","110,31","110,32","108,91","","-1,27%"
"26.03.2009","109,38","108,91","109,45","108,91","","0,43%"
"27.03.2009","110,39","109,38","110,39","109,38","","0,92%"
"30.03.2009","110,88","110,39","110,88","110,39","","0,44%"
"31.03.2009","112,18","110,88","113,47","110,88","","1,17%"
"01.04.2009","105,19","112,18","112,18","105,19","","-6,23%"
"02.04.2009","105,06","105,19","105,19","104,98","","-0,12%"
"03.04.2009","105,13","105,06","105,13","105,00","","0,07%"
"06.04.2009","104,75","105,13","105,13","104,39","","-0,36%"
"07.04.2009","108,24","104,75","108,54","104,75","","3,33%"
"08.04.2009","108,13","108,24","108,35","108,00","","-0,10%"
"09.04.2009","106,83","108,13","108,13","106,60","","-1,20%"
"10.04.2009","106,48","106,83","106,86","106,46","","-0,33%"
"13.04.2009","107,09","106,48","107,12","106,48","","0,57%"
"14.04.2009","107,08","107,06","107,09","107,06","","-0,01%"
"15.04.2009","106,80","107,00","107,00","106,80","","-0,26%"
"16.04.2009","106,80","106,65","106,81","106,65","","0,00%"
"17.04.2009","106,77","106,80","106,80","106,75","","-0,03%"
"20.04.2009","106,49","106,82","106,84","106,48","","-0,26%"
"21.04.2009","107,53","107,57","107,70","107,53","","0,98%"
"22.04.2009","107,55","107,55","107,55","107,55","","0,02%"
"23.04.2009","107,19","107,55","107,55","107,18","","-0,33%"
"24.04.2009","107,22","107,22","107,22","107,22","","0,03%"
"27.04.2009","106,93","107,20","107,20","106,93","","-0,27%"
"28.04.2009","106,94","106,94","106,94","106,94","","0,01%"
"29.04.2009","107,32","106,99","107,32","106,99","","0,36%"
"30.04.2009","114,16","113,54","114,50","113,53","","6,37%"
"04.05.2009","114,23","114,23","114,23","114,23","","0,06%"
"05.05.2009","106,13","106,56","106,62","105,99","","-7,09%"
"06.05.2009","106,05","106,13","106,13","105,73","","-0,08%"
"07.05.2009","106,02","106,04","106,04","106,01","","-0,03%"
"08.05.2009","105,91","106,02","106,02","105,91","","-0,10%"
"12.05.2009","106,21","105,92","106,21","105,92","","0,28%"
"13.05.2009","106,24","106,22","106,24","106,22","","0,03%"
"14.05.2009","106,06","106,28","106,28","106,05","","-0,17%"
"15.05.2009","107,98","106,09","107,98","106,07","","1,81%"
"18.05.2009","109,80","108,24","109,80","108,22","","1,69%"
"19.05.2009","109,48","109,80","109,80","109,48","","-0,29%"
"20.05.2009","108,20","109,48","109,48","107,96","","-1,17%"
"21.05.2009","108,17","108,20","108,21","108,17","","-0,03%"
"22.05.2009","107,75","108,15","108,15","107,75","","-0,39%"
"25.05.2009","107,75","107,75","107,75","107,75","","0,00%"
"26.05.2009","106,71","107,75","107,75","106,62","","-0,97%"
"27.05.2009","106,82","106,71","106,83","106,71","","0,10%"
"28.05.2009","106,82","106,83","106,83","106,82","","0,00%"
"29.05.2009","114,75","114,42","114,76","114,40","","7,42%"
"01.06.2009","114,75","114,74","114,75","114,74","","0,00%"
"02.06.2009","114,70","114,92","114,92","114,67","","-0,04%"
"03.06.2009","114,89","114,80","114,89","114,80","","0,17%"
"04.06.2009","114,63","114,80","115,05","114,63","","-0,23%"
"05.06.2009","115,12","114,30","115,12","114,30","","0,43%"
"08.06.2009","114,96","114,95","114,96","114,95","","-0,14%"
"09.06.2009","114,88","114,96","114,96","114,88","","-0,07%"
"10.06.2009","114,94","114,87","114,95","114,87","","0,05%"
"11.06.2009","115,00","114,90","115,01","114,90","","0,05%"
"15.06.2009","114,99","114,87","114,99","114,86","","-0,01%"
"16.06.2009","115,02","115,32","115,32","115,02","","0,03%"
"17.06.2009","114,95","114,86","114,99","114,86","","-0,06%"
"18.06.2009","115,00","114,99","115,00","114,99","","0,04%"
"19.06.2009","114,94","114,99","115,00","114,94","","-0,05%"
"22.06.2009","114,97","114,97","114,97","114,97","","0,03%"
"23.06.2009","114,90","114,93","114,93","114,90","","-0,06%"
"24.06.2009","114,87","114,87","114,87","114,87","","-0,03%"
"25.06.2009","114,87","114,87","114,87","114,84","","0,00%"
"26.06.2009","114,85","114,80","114,85","114,80","","-0,02%"
"29.06.2009","114,93","114,86","114,95","114,86","","0,07%"
"30.06.2009","114,96","115,12","115,12","114,59","","0,03%"
"01.07.2009","115,05","115,06","115,06","114,38","","0,08%"
"02.07.2009","115,11","115,09","115,11","115,09","","0,05%"
"03.07.2009","115,16","115,12","115,16","115,12","","0,04%"
"06.07.2009","115,05","115,12","115,12","115,05","","-0,10%"
"07.07.2009","115,11","115,05","115,12","115,05","","0,05%"
"08.07.2009","115,11","114,98","115,11","114,98","","0,00%"
"09.07.2009","115,13","115,11","115,13","115,11","","0,02%"
"10.07.2009","115,14","115,12","115,14","115,09","","0,01%"
"13.07.2009","115,14","115,14","115,14","115,14","","0,00%"
"14.07.2009","115,13","115,12","115,13","115,12","","-0,01%"
"15.07.2009","115,21","115,18","115,21","115,18","","0,07%"
"16.07.2009","115,46","115,02","115,46","115,02","","0,22%"
"17.07.2009","115,48","115,20","115,48","115,20","","0,02%"
"20.07.2009","115,61","115,20","115,61","115,20","","0,11%"
"21.07.2009","115,75","115,37","115,86","115,37","","0,12%"
"22.07.2009","115,76","115,34","115,78","115,34","","0,01%"
"23.07.2009","115,89","115,89","115,91","115,88","","0,11%"
"24.07.2009","115,81","115,75","115,81","115,72","","-0,07%"
"27.07.2009","115,80","115,80","115,80","115,80","","-0,01%"
"28.07.2009","115,87","115,87","115,87","115,87","","0,06%"
"29.07.2009","115,88","115,95","115,95","115,83","","0,01%"
"30.07.2009","115,87","115,89","115,89","115,87","","-0,01%"
"31.07.2009","115,96","115,96","115,96","115,96","","0,08%"
"03.08.2009","116,05","115,96","116,09","115,96","","0,08%"
"04.08.2009","116,06","116,05","116,09","116,05","","0,01%"
"05.08.2009","116,12","116,08","116,18","116,08","","0,05%"
"06.08.2009","116,11","116,12","116,12","116,09","","-0,01%"
"07.08.2009","116,11","116,10","116,11","116,09","","0,00%"
"10.08.2009","116,17","116,11","116,17","116,11","","0,05%"
"11.08.2009","116,12","116,16","116,20","116,11","","-0,04%"
"12.08.2009","116,06","116,12","116,12","116,05","","-0,05%"
"13.08.2009","116,01","116,06","116,08","115,96","","-0,04%"
"14.08.2009","115,89","115,91","115,95","115,86","","-0,10%"
"17.08.2009","115,92","115,89","115,92","115,89","","0,03%"
"18.08.2009","115,80","115,87","115,87","115,72","","-0,10%"
"19.08.2009","115,87","115,81","115,87","115,80","","0,06%"
"20.08.2009","115,85","115,76","115,85","115,76","","-0,02%"
"21.08.2009","116,10","115,85","116,10","115,85","","0,22%"
"24.08.2009","116,07","116,10","116,11","116,06","","-0,03%"
"25.08.2009","116,00","115,95","116,00","115,95","","-0,06%"
"26.08.2009","116,17","116,05","116,17","116,02","","0,15%"
"27.08.2009","116,46","116,22","116,49","116,22","","0,25%"
"28.08.2009","116,52","116,48","116,52","116,48","","0,05%"
"31.08.2009","116,73","116,72","116,81","116,72","","0,18%"
"01.09.2009","116,61","116,62","116,62","116,60","","-0,10%"
"02.09.2009","116,97","116,53","116,97","116,52","","0,31%"
"03.09.2009","116,84","116,72","117,36","116,49","","-0,11%"
"04.09.2009","116,92","116,73","116,93","116,73","","0,07%"
"07.09.2009","116,96","116,79","116,96","116,79","","0,03%"
"08.09.2009","117,25","117,00","117,28","116,94","","0,25%"
"09.09.2009","117,56","117,31","117,56","117,28","","0,26%"
"10.09.2009","118,26","117,57","118,31","117,57","","0,60%"
"11.09.2009","118,56","118,28","118,56","118,28","","0,25%"
"14.09.2009","118,49","118,55","118,55","118,43","","-0,06%"
"15.09.2009","118,55","118,48","118,55","118,48","","0,05%"
"16.09.2009","118,59","118,55","118,75","118,55","","0,03%"
"17.09.2009","118,76","118,59","118,76","118,59","","0,14%"
"18.09.2009","118,79","118,65","118,79","118,52","","0,03%"
"21.09.2009","118,79","118,80","118,81","118,78","","0,00%"
"22.09.2009","118,86","118,82","118,89","118,82","","0,06%"
"23.09.2009","119,05","118,97","119,06","118,95","","0,16%"
"24.09.2009","119,02","119,05","119,05","118,99","","-0,03%"
"25.09.2009","119,02","119,05","119,05","119,00","","0,00%"
"28.09.2009","118,79","118,54","118,79","118,44","","-0,19%"
"29.09.2009","118,94","118,74","118,94","118,74","","0,13%"
"30.09.2009","119,34","120,01","120,16","119,25","","0,34%"
"01.10.2009","119,55","119,23","119,55","119,23","","0,18%"
"02.10.2009","119,52","119,45","119,52","119,34","","-0,03%"
"05.10.2009","119,73","119,17","119,73","119,17","","0,18%"
"06.10.2009","120,68","119,72","120,68","119,66","","0,79%"
"07.10.2009","122,37","120,62","122,37","120,34","","1,40%"
"08.10.2009","123,30","122,20","123,31","122,20","","0,76%"
"09.10.2009","123,26","122,85","123,49","122,85","","-0,03%"
"12.10.2009","123,42","123,31","123,58","123,31","","0,13%"
"13.10.2009","123,70","123,25","123,70","123,05","","0,23%"
"14.10.2009","124,86","123,65","124,86","123,59","","0,94%"
"15.10.2009","125,11","124,79","125,17","124,32","","0,20%"
"16.10.2009","125,44","124,91","125,54","124,07","","0,26%"
"19.10.2009","125,35","125,23","125,38","125,05","","-0,07%"
"20.10.2009","125,49","124,76","125,49","124,61","","0,11%"
"21.10.2009","125,81","125,39","125,84","125,11","","0,26%"
"22.10.2009","125,24","125,63","125,63","125,18","","-0,45%"
"23.10.2009","125,77","125,42","125,77","125,42","","0,42%"
"26.10.2009","125,78","125,81","125,81","125,78","","0,01%"
"27.10.2009","125,28","125,70","125,70","125,28","","-0,40%"
"28.10.2009","124,72","125,15","125,15","124,55","","-0,45%"
"29.10.2009","124,83","124,61","124,83","124,46","","0,09%"
"30.10.2009","124,87","124,19","124,87","122,56","","0,03%"
"02.11.2009","124,91","125,15","125,15","124,86","","0,03%"
"03.11.2009","124,79","124,92","124,92","124,79","","-0,10%"
"05.11.2009","124,63","124,86","124,86","124,61","","-0,13%"
"06.11.2009","125,33","124,62","125,35","124,62","","0,56%"
"09.11.2009","125,74","125,34","125,75","125,34","","0,33%"
"10.11.2009","125,82","125,71","125,82","125,71","","0,06%"
"11.11.2009","125,87","125,48","125,87","125,45","","0,04%"
"12.11.2009","126,13","125,63","126,15","125,63","","0,21%"
"13.11.2009","126,14","125,94","126,14","125,76","","0,01%"
"16.11.2009","126,27","126,18","126,27","126,18","","0,10%"
"17.11.2009","126,37","126,27","126,37","126,25","","0,08%"
"18.11.2009","126,70","126,42","126,70","126,42","","0,26%"
"19.11.2009","126,86","126,65","126,86","126,56","","0,13%"
"20.11.2009","126,87","126,86","126,94","126,86","","0,01%"
"23.11.2009","127,00","126,90","127,00","126,87","","0,10%"
"24.11.2009","127,37","127,03","127,38","127,03","","0,29%"
"25.11.2009","127,92","127,21","127,92","127,21","","0,43%"
"26.11.2009","127,17","127,99","127,99","127,17","","-0,59%"
"27.11.2009","126,73","127,35","127,36","126,73","","-0,35%"
"30.11.2009","127,00","127,16","127,55","126,68","","0,21%"
"01.12.2009","127,49","127,74","127,74","127,25","","0,39%"
"02.12.2009","127,57","127,46","127,63","127,46","","0,06%"
"03.12.2009","127,84","127,74","127,94","127,74","","0,21%"
"04.12.2009","127,70","127,87","127,99","127,70","","-0,11%"
"07.12.2009","127,63","127,74","127,74","127,63","","-0,05%"
"08.12.2009","127,34","127,75","127,75","127,34","","-0,23%"
"09.12.2009","127,30","127,35","127,35","127,17","","-0,03%"
"10.12.2009","127,45","127,42","127,50","127,29","","0,12%"
"11.12.2009","127,54","127,34","127,54","127,34","","0,07%"
"14.12.2009","127,46","127,49","127,53","127,45","","-0,06%"
"15.12.2009","127,52","127,43","127,52","127,40","","0,05%"
"16.12.2009","127,56","127,51","127,56","127,40","","0,03%"
"17.12.2009","127,53","127,58","127,63","127,45","","-0,02%"
"18.12.2009","127,56","127,57","127,62","127,55","","0,02%"
"21.12.2009","127,58","127,61","127,62","127,53","","0,02%"
"22.12.2009","127,53","127,61","127,61","127,36","","-0,04%"
"23.12.2009","127,60","127,60","127,63","127,59","","0,05%"
"24.12.2009","127,79","127,59","127,79","127,58","","0,15%"
"25.12.2009","128,06","127,80","128,07","127,80","","0,21%"
"28.12.2009","128,06","128,19","128,19","128,06","","0,00%"
"29.12.2009","127,89","128,00","128,05","127,80","","-0,13%"
"30.12.2009","127,53","127,88","127,88","127,41","","-0,28%"
"11.01.2010","130,32","131,13","132,70","130,32","","2,19%"
"12.01.2010","129,02","130,20","130,20","127,47","","-1,00%"
"13.01.2010","129,68","127,48","129,68","126,74","","0,51%"
"14.01.2010","128,88","127,18","128,88","126,65","","-0,62%"
"15.01.2010","129,87","128,86","129,87","128,86","","0,77%"
"18.01.2010","130,12","130,11","130,25","129,84","","0,19%"
"19.01.2010","130,30","129,91","130,30","129,91","","0,14%"
"20.01.2010","131,02","130,37","131,04","130,35","","0,55%"
"21.01.2010","131,17","131,08","131,34","131,08","","0,11%"
"22.01.2010","131,03","131,36","131,36","131,03","","-0,11%"
"25.01.2010","130,75","130,91","131,02","130,71","","-0,21%"
"26.01.2010","130,93","130,83","131,04","130,77","","0,14%"
"27.01.2010","130,75","131,07","131,25","130,75","","-0,14%"
"28.01.2010","131,22","131,10","131,23","131,10","","0,36%"
"29.01.2010","130,67","131,25","131,25","130,64","","-0,42%"
"01.02.2010","130,69","130,62","130,72","130,48","","0,02%"
"02.02.2010","130,85","130,66","130,85","130,64","","0,12%"
"03.02.2010","131,35","130,81","131,35","130,68","","0,38%"
"04.02.2010","131,07","131,40","131,40","130,88","","-0,21%"
"05.02.2010","131,07","131,02","131,09","130,83","","0,00%"
"08.02.2010","131,30","131,09","131,34","131,08","","0,18%"
"09.02.2010","131,30","131,52","131,52","131,30","","0,00%"
"10.02.2010","131,17","131,29","131,34","131,17","","-0,10%"
"11.02.2010","131,17","131,17","131,21","131,16","","0,00%"
"12.02.2010","131,23","131,20","131,25","131,15","","0,05%"
"15.02.2010","131,20","131,23","131,24","131,19","","-0,02%"
"16.02.2010","131,26","131,24","131,32","131,22","","0,05%"
"17.02.2010","131,39","131,25","131,42","131,22","","0,10%"
"18.02.2010","131,41","131,36","131,48","131,32","","0,02%"
"19.02.2010","131,55","131,29","131,55","131,28","","0,11%"
"24.02.2010","131,30","131,51","131,51","131,23","","-0,19%"
"25.02.2010","131,46","131,24","131,46","131,22","","0,12%"
"26.02.2010","131,51","131,45","131,51","131,36","","0,04%"
"27.02.2010","131,62","131,57","131,62","131,48","","0,08%"
"01.03.2010","131,78","131,57","131,78","131,57","","0,12%"
"02.03.2010","132,19","131,66","132,19","131,57","","0,31%"
"03.03.2010","132,86","132,15","132,93","131,61","","0,51%"
"04.03.2010","133,16","132,85","133,16","132,69","","0,23%"
"05.03.2010","133,16","133,11","133,20","132,84","","0,00%"
"09.03.2010","133,07","133,12","133,14","133,03","","-0,07%"
"10.03.2010","133,14","133,04","133,16","132,68","","0,05%"
"11.03.2010","133,42","133,04","133,42","132,92","","0,21%"
"12.03.2010","133,75","133,44","133,84","133,44","","0,25%"
"15.03.2010","133,86","133,87","133,90","133,70","","0,08%"
"16.03.2010","131,85","132,73","132,73","131,78","","-1,50%"
"17.03.2010","134,33","131,84","134,33","131,84","","1,88%"
"18.03.2010","134,44","134,23","134,44","134,05","","0,08%"
"19.03.2010","134,60","134,36","134,62","134,36","","0,12%"
"22.03.2010","134,40","134,51","134,51","134,34","","-0,15%"
"23.03.2010","134,57","134,37","134,58","134,37","","0,13%"
"24.03.2010","134,44","134,35","134,44","134,29","","-0,10%"
"25.03.2010","134,47","134,48","134,52","134,41","","0,02%"
"26.03.2010","134,60","134,49","134,69","134,49","","0,10%"
"29.03.2010","134,35","134,32","134,36","134,26","","-0,19%"
"30.03.2010","134,37","133,80","134,37","133,80","","0,01%"
"31.03.2010","134,64","134,25","134,64","134,15","","0,20%"
"01.04.2010","134,92","134,61","134,92","134,61","","0,21%"
"02.04.2010","135,16","134,79","135,16","134,68","","0,18%"
"05.04.2010","135,27","135,10","135,27","135,01","","0,08%"
"06.04.2010","135,39","135,27","135,43","135,27","","0,09%"
"07.04.2010","135,40","135,38","135,43","135,37","","0,01%"
"08.04.2010","135,35","135,73","135,73","135,35","","-0,04%"
"09.04.2010","133,92","132,45","133,92","132,44","","-1,06%"
"12.04.2010","135,44","133,90","135,44","133,90","","1,14%"
"13.04.2010","135,42","135,44","135,45","135,42","","-0,01%"
"14.04.2010","135,38","135,38","135,38","135,34","","-0,03%"
"15.04.2010","135,34","135,38","135,38","135,28","","-0,03%"
"16.04.2010","135,14","135,30","135,30","135,12","","-0,15%"
"19.04.2010","134,98","135,10","135,10","134,96","","-0,12%"
"20.04.2010","135,03","135,02","135,03","134,94","","0,04%"
"21.04.2010","134,71","135,04","135,05","134,71","","-0,24%"
"22.04.2010","134,56","134,73","134,73","134,55","","-0,11%"
"23.04.2010","134,24","134,50","134,52","134,24","","-0,24%"
"26.04.2010","134,25","134,31","134,31","134,25","","0,01%"
"27.04.2010","133,49","134,36","134,36","133,49","","-0,57%"
"28.04.2010","133,14","133,37","133,37","132,80","","-0,26%"
"29.04.2010","133,41","133,24","133,49","133,24","","0,20%"
"30.04.2010","133,45","133,49","133,93","133,26","","0,03%"
"04.05.2010","133,01","133,45","133,47","133,01","","-0,33%"
"05.05.2010","132,00","133,01","133,01","132,00","","-0,76%"
"06.05.2010","129,55","132,13","132,22","129,55","","-1,86%"
"07.05.2010","129,36","129,51","130,47","129,25","","-0,15%"
"11.05.2010","129,50","129,40","129,55","129,40","","0,11%"
"12.05.2010","130,15","129,55","130,15","129,55","","0,50%"
"13.05.2010","133,29","130,20","133,29","130,20","","2,41%"
"14.05.2010","133,05","133,12","133,42","133,04","","-0,18%"
"17.05.2010","133,05","132,88","133,06","132,88","","0,00%"
"18.05.2010","133,24","133,40","133,43","133,23","","0,14%"
"19.05.2010","132,23","133,25","133,26","131,13","","-0,76%"
"20.05.2010","132,04","132,24","132,37","131,26","","-0,14%"
"21.05.2010","132,56","132,03","132,56","131,72","","0,39%"
"24.05.2010","131,91","132,63","132,63","131,91","","-0,49%"
"25.05.2010","131,34","132,06","132,38","131,33","","-0,43%"
"26.05.2010","131,28","131,37","131,37","131,26","","-0,05%"
"27.05.2010","131,66","131,32","131,66","131,32","","0,29%"
"28.05.2010","132,11","131,74","132,11","131,74","","0,34%"
"31.05.2010","131,95","132,11","133,46","131,91","","-0,12%"
"01.06.2010","132,57","131,86","132,65","131,80","","0,47%"
"02.06.2010","132,39","132,57","132,61","132,39","","-0,14%"
"03.06.2010","132,61","132,32","132,66","132,09","","0,17%"
"04.06.2010","132,51","132,59","132,80","132,48","","-0,08%"
"07.06.2010","132,50","132,43","132,50","132,43","","-0,01%"
"08.06.2010","132,43","132,52","132,56","132,42","","-0,05%"
"09.06.2010","132,61","132,49","132,64","132,49","","0,14%"
"10.06.2010","132,77","132,53","132,77","132,52","","0,12%"
"11.06.2010","132,97","132,71","132,97","132,71","","0,15%"
"15.06.2010","133,05","132,85","133,06","132,84","","0,06%"
"16.06.2010","133,05","132,99","133,19","132,99","","0,00%"
"17.06.2010","133,11","133,05","133,11","133,04","","0,05%"
"18.06.2010","133,21","133,12","133,21","133,12","","0,08%"
"21.06.2010","133,11","133,22","133,24","133,09","","-0,08%"
"22.06.2010","133,28","133,07","133,28","133,07","","0,13%"
"23.06.2010","133,30","133,34","133,34","133,30","","0,02%"
"24.06.2010","133,16","133,46","133,47","133,16","","-0,11%"
"25.06.2010","133,08","133,16","133,16","133,08","","-0,06%"
"28.06.2010","132,98","133,07","133,07","132,98","","-0,08%"
"29.06.2010","132,92","132,96","132,96","132,90","","-0,05%"
"30.06.2010","132,96","133,46","134,01","132,96","","0,03%"
"01.07.2010","132,71","132,96","132,96","132,65","","-0,19%"
"02.07.2010","132,81","132,67","132,81","132,67","","0,08%"
"05.07.2010","132,80","132,82","132,82","132,79","","-0,01%"
"06.07.2010","132,77","132,78","132,78","132,76","","-0,02%"
"07.07.2010","132,81","132,65","132,81","132,65","","0,03%"
"08.07.2010","133,03","132,79","133,07","132,79","","0,17%"
"09.07.2010","132,93","133,01","133,04","132,90","","-0,08%"
"12.07.2010","132,92","132,97","132,97","132,88","","-0,01%"
"13.07.2010","132,85","132,87","133,00","132,74","","-0,05%"
"14.07.2010","132,80","132,85","132,87","132,72","","-0,04%"
"15.07.2010","132,90","132,80","132,90","132,79","","0,08%"
"16.07.2010","132,83","132,89","132,89","132,83","","-0,05%"
"19.07.2010","132,85","132,85","132,89","132,82","","0,02%"
"20.07.2010","132,83","132,86","132,86","132,83","","-0,02%"
"21.07.2010","132,89","132,83","132,89","132,81","","0,05%"
"22.07.2010","132,95","132,92","133,00","132,89","","0,05%"
"23.07.2010","133,01","132,95","133,01","132,95","","0,05%"
"26.07.2010","133,03","133,01","133,05","132,99","","0,02%"
"27.07.2010","133,09","133,03","133,09","133,02","","0,05%"
"28.07.2010","133,07","133,09","133,10","133,05","","-0,02%"
"29.07.2010","132,95","133,05","133,07","132,88","","-0,09%"
"30.07.2010","132,94","132,83","132,95","132,83","","-0,01%"
"02.08.2010","132,97","132,95","132,98","132,95","","0,02%"
"03.08.2010","133,05","132,84","133,05","132,84","","0,06%"
"04.08.2010","133,13","133,05","133,13","133,04","","0,06%"
"05.08.2010","133,05","133,12","133,14","133,05","","-0,06%"
"06.08.2010","132,94","133,03","133,03","132,94","","-0,08%"
"09.08.2010","132,88","132,82","132,89","132,82","","-0,05%"
"10.08.2010","132,80","132,88","132,88","132,79","","-0,06%"
"11.08.2010","132,80","132,81","132,87","132,80","","0,00%"
"12.08.2010","132,75","132,78","132,77","132,78","","-0,04%"
"13.08.2010","132,67","132,75","132,76","132,66","","-0,06%"
"16.08.2010","132,60","132,66","132,69","132,60","","-0,05%"
"17.08.2010","132,48","132,61","132,61","132,48","","-0,09%"
"18.08.2010","132,53","132,49","132,53","132,49","","0,04%"
"19.08.2010","132,55","132,53","132,60","132,53","","0,02%"
"20.08.2010","132,51","132,55","132,55","132,51","","-0,03%"
"23.08.2010","132,41","132,51","132,51","132,41","","-0,08%"
"24.08.2010","132,37","132,43","132,43","132,33","","-0,03%"
"25.08.2010","132,27","132,35","132,35","132,27","","-0,08%"
"26.08.2010","132,27","132,26","132,30","132,26","","0,00%"
"27.08.2010","132,36","132,27","132,36","132,27","","0,07%"
"30.08.2010","132,31","132,36","132,36","132,31","","-0,04%"
"31.08.2010","132,33","132,31","132,33","132,26","","0,02%"
"01.09.2010","132,32","132,34","132,40","132,32","","-0,01%"
"02.09.2010","132,26","132,30","132,32","132,26","","-0,05%"
"03.09.2010","131,56","129,77","131,56","129,77","","-0,53%"
"06.09.2010","131,58","131,54","131,60","131,52","","0,02%"
"07.09.2010","131,58","131,65","131,67","131,58","","0,00%"
"08.09.2010","132,14","131,58","132,19","131,56","","0,43%"
"09.09.2010","132,15","132,13","132,15","132,13","","0,01%"
"10.09.2010","132,28","132,10","132,28","132,09","","0,10%"
"13.09.2010","132,00","132,29","132,29","131,96","","-0,21%"
"14.09.2010","132,00","132,00","132,04","132,00","","0,00%"
"15.09.2010","131,95","132,00","132,01","131,95","","-0,04%"
"16.09.2010","131,64","131,93","132,05","131,64","","-0,23%"
"17.09.2010","131,72","131,85","131,85","131,71","","0,06%"
"20.09.2010","131,72","131,72","131,72","131,72","","0,00%"
"21.09.2010","131,53","131,54","131,55","131,53","","-0,14%"
"22.09.2010","131,76","131,55","131,77","131,55","","0,17%"
"23.09.2010","131,78","131,76","131,78","131,73","","0,02%"
"24.09.2010","131,78","131,75","131,78","131,75","","0,00%"
"27.09.2010","131,93","131,78","131,93","131,78","","0,11%"
"28.09.2010","132,08","131,94","132,08","131,93","","0,11%"
"29.09.2010","132,15","132,25","132,28","132,13","","0,05%"
"30.09.2010","132,32","132,19","132,32","132,12","","0,13%"
"01.10.2010","132,43","132,34","132,43","132,34","","0,08%"
"04.10.2010","132,48","132,44","132,48","132,44","","0,04%"
"05.10.2010","132,73","132,49","132,73","132,49","","0,19%"
"06.10.2010","132,86","132,72","132,88","132,72","","0,10%"
"07.10.2010","132,93","132,90","132,98","132,90","","0,05%"
"08.10.2010","132,85","132,95","132,95","132,85","","-0,06%"
"11.10.2010","132,94","132,93","133,00","132,91","","0,07%"
"12.10.2010","132,94","132,98","133,03","132,94","","0,00%"
"13.10.2010","132,97","132,97","133,00","132,93","","0,02%"
"14.10.2010","133,02","132,92","133,02","132,90","","0,04%"
"15.10.2010","132,98","133,01","133,01","132,98","","-0,03%"
"18.10.2010","132,95","133,12","133,15","132,95","","-0,02%"
