"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"14.08.2019","143,07","143,06","143,23","143,05","","0,01%"
"15.08.2019","142,99","143,05","143,12","142,92","","-0,06%"
"16.08.2019","143,14","143,03","143,14","143,00","","0,10%"
"19.08.2019","143,03","143,14","143,16","143,01","","-0,08%"
"20.08.2019","143,21","143,04","143,21","143,03","","0,13%"
"21.08.2019","143,76","143,23","143,77","143,23","","0,38%"
"22.08.2019","143,90","143,80","143,90","143,66","","0,10%"
"23.08.2019","143,88","143,89","143,94","143,76","","-0,01%"
"26.08.2019","143,84","143,86","143,90","143,59","","-0,03%"
"27.08.2019","143,77","143,84","143,97","143,77","","-0,05%"
"28.08.2019","143,95","143,76","143,95","143,76","","0,13%"
"29.08.2019","144,14","144,01","144,14","143,91","","0,13%"
"30.08.2019","144,51","144,14","144,52","144,08","","0,26%"
"02.09.2019","144,82","144,51","144,85","144,51","","0,21%"
"03.09.2019","144,70","144,85","144,87","144,63","","-0,08%"
"04.09.2019","145,27","144,71","145,27","144,71","","0,39%"
"05.09.2019","145,20","145,28","145,42","145,12","","-0,05%"
"06.09.2019","145,27","145,20","145,32","145,17","","0,05%"
"09.09.2019","145,12","145,27","145,40","145,12","","-0,10%"
"10.09.2019","145,01","145,10","145,16","145,01","","-0,08%"
"11.09.2019","145,02","145,01","145,27","144,98","","0,01%"
"12.09.2019","145,27","145,04","145,27","145,04","","0,17%"
"13.09.2019","145,34","145,28","145,37","145,17","","0,05%"
"16.09.2019","145,25","145,34","145,36","145,22","","-0,06%"
"17.09.2019","144,95","145,22","145,31","144,95","","-0,21%"
"18.09.2019","144,98","144,96","145,04","144,93","","0,02%"
"19.09.2019","145,17","145,02","145,21","145,00","","0,13%"
"20.09.2019","145,20","145,18","145,27","145,16","","0,02%"
"23.09.2019","145,14","145,20","145,28","145,13","","-0,04%"
"24.09.2019","145,15","145,14","145,38","145,10","","0,01%"
"25.09.2019","145,10","145,15","145,15","144,99","","-0,03%"
"26.09.2019","145,20","145,11","145,23","145,07","","0,07%"
"27.09.2019","145,17","145,21","145,28","145,15","","-0,02%"
"30.09.2019","145,14","145,17","145,23","145,12","","-0,02%"
"01.10.2019","145,11","145,14","145,19","145,09","","-0,02%"
"02.10.2019","145,10","145,11","145,12","145,06","","-0,01%"
"03.10.2019","145,13","145,10","145,13","145,04","","0,02%"
"04.10.2019","145,41","145,15","145,41","145,11","","0,19%"
"07.10.2019","146,06","145,48","146,06","145,48","","0,45%"
"08.10.2019","146,23","146,04","146,42","146,04","","0,12%"
"09.10.2019","146,35","146,30","146,51","146,14","","0,08%"
"10.10.2019","147,06","146,34","147,06","146,33","","0,49%"
"11.10.2019","147,41","147,08","147,46","147,08","","0,24%"
"14.10.2019","147,55","147,41","147,55","147,24","","0,09%"
"15.10.2019","147,64","147,55","147,74","147,52","","0,06%"
"16.10.2019","147,62","147,65","147,77","147,62","","-0,01%"
"17.10.2019","147,69","147,63","147,74","147,56","","0,05%"
"18.10.2019","148,31","147,69","148,32","147,69","","0,42%"
"21.10.2019","148,77","148,42","148,77","148,42","","0,31%"
"22.10.2019","148,99","148,74","149,08","148,74","","0,15%"
"23.10.2019","149,31","149,15","149,47","149,15","","0,21%"
"24.10.2019","149,01","149,34","149,37","148,91","","-0,20%"
"25.10.2019","149,51","149,01","149,51","149,03","","0,34%"
"28.10.2019","149,88","149,54","149,88","149,54","","0,25%"
"29.10.2019","149,76","149,90","149,97","149,76","","-0,08%"
"30.10.2019","149,78","149,75","149,92","149,75","","0,01%"
"31.10.2019","149,41","149,79","149,99","149,41","","-0,25%"
"01.11.2019","149,63","149,42","149,74","149,42","","0,15%"
"05.11.2019","150,09","149,63","150,16","149,61","","0,31%"
"06.11.2019","150,01","150,13","150,28","149,98","","-0,05%"
"07.11.2019","150,12","150,02","150,15","150,02","","0,07%"
"08.11.2019","149,98","150,14","150,19","149,97","","-0,09%"
"11.11.2019","149,56","150,01","150,17","149,55","","-0,28%"
"12.11.2019","149,31","149,56","149,72","149,31","","-0,17%"
"13.11.2019","148,93","149,31","149,55","148,92","","-0,25%"
"14.11.2019","149,19","148,93","149,19","148,85","","0,17%"
"15.11.2019","149,40","149,19","149,48","149,19","","0,14%"
"18.11.2019","149,50","149,40","149,52","149,40","","0,07%"
"19.11.2019","149,77","149,50","149,77","149,50","","0,18%"
"20.11.2019","149,88","149,78","149,88","149,69","","0,07%"
"21.11.2019","149,97","149,80","150,00","149,62","","0,06%"
"22.11.2019","150,02","149,97","150,07","149,97","","0,03%"
"25.11.2019","149,87","149,99","150,14","149,87","","-0,10%"
"26.11.2019","149,80","149,89","149,90","149,76","","-0,05%"
"27.11.2019","149,82","149,80","150,12","149,79","","0,01%"
"28.11.2019","149,68","149,82","149,84","149,68","","-0,09%"
"29.11.2019","149,55","149,71","149,73","149,55","","-0,09%"
"02.12.2019","149,34","149,58","149,75","149,34","","-0,14%"
"03.12.2019","149,50","149,34","149,52","149,34","","0,11%"
"04.12.2019","149,63","149,46","149,63","149,43","","0,09%"
"05.12.2019","149,64","149,63","149,70","149,61","","0,01%"
"06.12.2019","149,68","149,64","149,71","149,57","","0,03%"
"09.12.2019","149,68","149,70","149,77","149,63","","0,00%"
"10.12.2019","149,70","149,72","149,85","149,70","","0,01%"
"11.12.2019","149,67","149,71","149,83","149,66","","-0,02%"
"12.12.2019","149,91","149,68","149,91","149,68","","0,16%"
"13.12.2019","150,18","149,91","150,32","149,91","","0,18%"
"16.12.2019","150,13","150,15","150,19","150,08","","-0,03%"
"17.12.2019","150,25","150,13","150,29","150,11","","0,08%"
"18.12.2019","150,21","150,26","150,32","150,20","","-0,03%"
"19.12.2019","150,05","150,21","150,25","150,05","","-0,11%"
"20.12.2019","149,99","150,04","150,07","149,81","","-0,04%"
"23.12.2019","150,01","149,99","150,14","149,98","","0,01%"
"24.12.2019","150,18","150,02","150,18","150,01","","0,11%"
"25.12.2019","150,31","150,18","150,32","150,17","","0,09%"
"26.12.2019","150,41","150,31","150,44","150,29","","0,07%"
"27.12.2019","150,45","150,42","150,95","150,42","","0,03%"
"30.12.2019","150,57","150,46","150,58","150,43","","0,08%"
"03.01.2020","150,73","150,57","150,79","150,57","","0,11%"
"06.01.2020","150,63","150,73","150,82","150,63","","-0,07%"
"08.01.2020","150,60","150,63","150,69","150,60","","-0,02%"
"09.01.2020","150,69","150,59","150,80","150,57","","0,06%"
"10.01.2020","151,13","150,69","151,13","150,67","","0,29%"
"13.01.2020","151,87","151,07","151,89","150,81","","0,49%"
"14.01.2020","151,84","151,87","152,15","151,83","","-0,02%"
"15.01.2020","151,57","151,87","151,92","151,57","","-0,18%"
"16.01.2020","151,68","151,58","151,77","151,58","","0,07%"
"17.01.2020","151,78","151,69","151,80","151,63","","0,07%"
"20.01.2020","151,86","151,77","151,95","151,77","","0,05%"
"21.01.2020","151,72","151,87","151,93","151,70","","-0,09%"
"22.01.2020","151,72","151,72","151,91","151,68","","0,00%"
"23.01.2020","151,86","151,73","151,87","151,71","","0,09%"
"24.01.2020","151,85","151,86","152,28","151,84","","-0,01%"
"27.01.2020","151,41","151,83","152,08","151,41","","-0,29%"
"28.01.2020","151,29","151,40","151,56","151,22","","-0,08%"
"29.01.2020","151,47","151,29","151,56","151,29","","0,12%"
"30.01.2020","151,38","151,49","151,51","151,38","","-0,06%"
"31.01.2020","151,42","151,38","151,63","151,37","","0,03%"
"03.02.2020","151,22","151,42","151,42","151,22","","-0,13%"
"04.02.2020","151,42","151,23","151,42","151,12","","0,13%"
"05.02.2020","151,72","151,41","151,72","151,38","","0,20%"
"06.02.2020","151,69","151,72","152,17","151,69","","-0,02%"
"07.02.2020","151,93","151,70","151,93","151,63","","0,16%"
"10.02.2020","151,99","151,93","152,12","151,93","","0,04%"
"11.02.2020","152,11","151,99","152,11","151,96","","0,08%"
"12.02.2020","152,34","152,11","152,34","152,08","","0,15%"
"13.02.2020","152,52","152,35","152,53","152,34","","0,12%"
"14.02.2020","152,76","152,52","152,76","152,51","","0,16%"
"17.02.2020","152,85","152,91","153,00","152,84","","0,06%"
"18.02.2020","152,80","152,86","153,12","152,69","","-0,03%"
"19.02.2020","153,08","152,80","153,08","152,80","","0,18%"
"20.02.2020","153,38","153,08","153,40","153,08","","0,20%"
"21.02.2020","153,05","153,38","153,52","152,87","","-0,22%"
"25.02.2020","152,72","153,05","153,30","152,72","","-0,22%"
"26.02.2020","152,18","152,72","152,72","152,02","","-0,35%"
"27.02.2020","151,73","152,19","152,20","151,73","","-0,30%"
"28.02.2020","149,32","151,72","151,73","149,10","","-1,59%"
"02.03.2020","150,15","149,55","150,71","149,49","","0,56%"
"03.03.2020","151,24","150,09","151,24","150,09","","0,73%"
"04.03.2020","152,61","151,29","152,61","151,29","","0,91%"
"05.03.2020","152,75","152,62","153,13","152,59","","0,09%"
"06.03.2020","149,90","152,76","152,76","149,90","","-1,87%"
"10.03.2020","145,37","149,60","149,60","144,26","","-3,02%"
"11.03.2020","144,91","145,48","145,91","144,91","","-0,32%"
"12.03.2020","140,22","144,90","144,90","140,22","","-3,24%"
"13.03.2020","140,31","140,21","140,47","139,50","","0,06%"
"16.03.2020","138,54","140,29","140,72","138,53","","-1,26%"
"17.03.2020","138,63","138,53","139,52","138,42","","0,06%"
"18.03.2020","137,04","138,64","138,88","137,04","","-1,15%"
"19.03.2020","137,63","137,07","137,65","136,24","","0,43%"
"20.03.2020","140,68","137,72","140,68","137,72","","2,22%"
"23.03.2020","140,79","140,75","141,03","139,84","","0,08%"
"24.03.2020","144,37","140,82","144,37","140,82","","2,54%"
"25.03.2020","144,37","144,38","145,49","144,36","","0,00%"
"26.03.2020","144,85","144,29","144,86","144,03","","0,33%"
"27.03.2020","145,75","144,94","145,85","144,90","","0,62%"
"30.03.2020","145,26","145,70","145,70","144,60","","-0,34%"
"31.03.2020","146,92","145,22","146,92","145,22","","1,14%"
"01.04.2020","146,60","146,92","147,22","146,53","","-0,22%"
"02.04.2020","146,44","146,62","147,41","146,42","","-0,11%"
"03.04.2020","146,89","146,46","146,89","146,46","","0,31%"
"06.04.2020","147,38","146,92","147,39","146,87","","0,33%"
"07.04.2020","147,57","147,38","147,71","147,34","","0,13%"
"08.04.2020","147,37","147,54","147,55","147,21","","-0,14%"
"09.04.2020","147,77","147,36","147,77","147,36","","0,27%"
"10.04.2020","147,89","147,77","148,01","147,77","","0,08%"
"13.04.2020","147,97","147,89","148,42","147,89","","0,05%"
"14.04.2020","147,96","147,98","148,10","147,95","","-0,01%"
"15.04.2020","147,46","147,94","147,99","147,46","","-0,34%"
"16.04.2020","148,02","147,47","148,02","147,31","","0,38%"
"17.04.2020","150,02","148,01","150,02","147,99","","1,35%"
"20.04.2020","151,56","150,12","151,56","150,12","","1,03%"
"21.04.2020","150,57","151,53","151,58","150,56","","-0,65%"
"22.04.2020","151,23","150,58","151,23","150,56","","0,44%"
"23.04.2020","152,23","151,25","152,23","151,18","","0,66%"
"24.04.2020","152,78","152,23","152,78","152,17","","0,36%"
"27.04.2020","152,74","152,81","152,97","152,74","","-0,03%"
"28.04.2020","152,77","152,67","152,77","152,51","","0,02%"
"29.04.2020","152,72","152,76","152,87","152,72","","-0,03%"
"30.04.2020","152,71","152,74","152,90","152,66","","-0,01%"
"04.05.2020","152,84","152,75","153,03","152,75","","0,09%"
"05.05.2020","153,03","152,83","153,03","152,76","","0,12%"
"06.05.2020","152,83","152,98","153,07","152,83","","-0,13%"
"07.05.2020","152,85","152,95","153,03","152,85","","0,01%"
"08.05.2020","153,43","152,87","153,43","152,85","","0,38%"
"12.05.2020","154,43","153,41","154,43","153,41","","0,65%"
"13.05.2020","154,64","154,43","154,66","154,26","","0,14%"
"14.05.2020","154,83","154,69","154,83","154,58","","0,12%"
"15.05.2020","156,31","154,74","156,31","154,74","","0,96%"
"18.05.2020","157,44","156,33","157,47","156,33","","0,72%"
"19.05.2020","157,30","157,45","157,47","157,23","","-0,09%"
"20.05.2020","157,47","157,24","157,51","157,00","","0,11%"
"21.05.2020","157,55","157,47","157,56","157,24","","0,05%"
"22.05.2020","157,30","157,55","157,56","157,29","","-0,16%"
"25.05.2020","157,31","157,30","157,50","156,73","","0,01%"
"26.05.2020","157,31","157,47","157,52","157,30","","0,00%"
"27.05.2020","156,96","157,34","157,38","156,94","","-0,22%"
"28.05.2020","156,82","156,92","156,94","156,79","","-0,09%"
"29.05.2020","156,91","156,83","156,99","156,83","","0,06%"
"01.06.2020","157,11","156,89","157,20","156,77","","0,13%"
"02.06.2020","157,21","157,13","157,37","156,97","","0,06%"
"03.06.2020","157,02","157,18","157,21","156,96","","-0,12%"
"04.06.2020","156,28","157,03","157,08","156,27","","-0,47%"
"05.06.2020","156,01","156,32","156,52","155,95","","-0,17%"
"08.06.2020","155,82","156,02","156,02","155,72","","-0,12%"
"09.06.2020","155,75","155,82","155,82","155,26","","-0,04%"
"10.06.2020","156,34","155,77","156,41","155,77","","0,38%"
"11.06.2020","156,26","156,34","156,37","156,05","","-0,05%"
"15.06.2020","156,15","156,26","156,27","155,84","","-0,07%"
"16.06.2020","156,56","156,09","156,56","155,93","","0,26%"
"17.06.2020","156,85","156,52","156,86","156,30","","0,19%"
"18.06.2020","157,04","156,84","157,04","156,81","","0,12%"
"19.06.2020","157,44","156,97","157,49","156,97","","0,25%"
"22.06.2020","156,90","157,42","157,42","156,90","","-0,34%"
"23.06.2020","156,69","156,91","157,08","156,66","","-0,13%"
"25.06.2020","156,15","156,70","156,76","156,15","","-0,34%"
"26.06.2020","156,24","156,16","156,35","156,00","","0,06%"
"29.06.2020","156,12","156,24","156,33","156,12","","-0,08%"
"30.06.2020","155,08","156,18","156,24","155,08","","-0,67%"
"02.07.2020","155,21","155,09","155,41","155,09","","0,08%"
"03.07.2020","154,32","155,24","155,26","154,32","","-0,57%"
"06.07.2020","154,08","154,28","154,47","154,03","","-0,16%"
"07.07.2020","154,67","154,04","154,67","153,91","","0,38%"
"08.07.2020","155,20","154,66","155,20","154,66","","0,34%"
"09.07.2020","155,70","155,21","155,71","155,21","","0,32%"
"10.07.2020","155,50","155,72","155,73","155,50","","-0,13%"
"13.07.2020","155,65","155,60","155,78","155,58","","0,10%"
"14.07.2020","155,68","155,63","155,81","155,50","","0,02%"
"15.07.2020","155,61","155,71","155,99","155,61","","-0,04%"
"16.07.2020","155,44","155,62","155,62","155,35","","-0,11%"
"17.07.2020","155,54","155,43","155,54","155,38","","0,06%"
"20.07.2020","155,74","155,55","155,75","155,52","","0,13%"
"21.07.2020","156,01","155,70","156,02","155,70","","0,17%"
"22.07.2020","156,01","156,07","156,14","156,00","","0,00%"
"23.07.2020","155,99","156,06","156,20","155,98","","-0,01%"
"24.07.2020","155,79","155,99","156,05","155,76","","-0,13%"
"27.07.2020","155,79","155,81","155,85","155,73","","0,00%"
"28.07.2020","155,52","155,79","155,82","155,49","","-0,17%"
"29.07.2020","155,41","155,57","155,57","155,29","","-0,07%"
"30.07.2020","154,76","155,42","155,57","154,75","","-0,42%"
"31.07.2020","154,92","154,79","155,18","154,79","","0,10%"
"03.08.2020","155,19","154,97","155,36","154,97","","0,17%"
"04.08.2020","155,26","155,22","155,50","155,21","","0,05%"
"05.08.2020","155,31","155,27","155,44","155,26","","0,03%"
"06.08.2020","155,13","155,30","155,46","155,13","","-0,12%"
"07.08.2020","155,02","155,14","155,20","155,02","","-0,07%"
"10.08.2020","155,04","155,01","155,07","154,93","","0,01%"
"11.08.2020","155,10","155,04","155,13","155,00","","0,04%"
"12.08.2020","154,95","155,10","155,16","154,95","","-0,10%"
"13.08.2020","154,79","154,95","155,01","154,79","","-0,10%"
"14.08.2020","154,47","154,79","154,85","154,47","","-0,21%"
"17.08.2020","153,34","154,47","154,68","153,34","","-0,73%"
"18.08.2020","153,23","153,36","153,46","152,90","","-0,07%"
"19.08.2020","153,86","153,25","153,86","153,24","","0,41%"
"20.08.2020","153,62","153,86","153,99","153,62","","-0,16%"
"21.08.2020","153,19","153,64","153,70","153,19","","-0,28%"
"24.08.2020","153,38","153,19","153,40","152,99","","0,12%"
"25.08.2020","153,26","153,55","153,76","153,20","","-0,08%"
"26.08.2020","153,00","153,31","153,41","152,98","","-0,17%"
"27.08.2020","153,41","153,04","153,43","153,04","","0,27%"
"28.08.2020","153,59","153,41","153,74","153,34","","0,12%"
"31.08.2020","153,79","153,63","153,87","153,63","","0,13%"
"01.09.2020","153,94","153,79","153,98","153,79","","0,10%"
"02.09.2020","153,61","153,95","154,05","153,61","","-0,21%"
"03.09.2020","153,06","153,59","153,59","153,00","","-0,36%"
"04.09.2020","153,23","153,05","153,23","152,98","","0,11%"
"07.09.2020","153,12","153,25","153,25","153,07","","-0,07%"
"08.09.2020","152,75","153,15","153,20","152,74","","-0,24%"
"09.09.2020","152,91","152,82","152,92","152,67","","0,10%"
"10.09.2020","153,19","152,92","153,19","152,92","","0,18%"
"11.09.2020","153,11","153,18","153,39","153,11","","-0,05%"
"14.09.2020","153,00","153,14","153,17","152,99","","-0,07%"
"15.09.2020","153,07","153,02","153,15","152,98","","0,05%"
"16.09.2020","153,06","153,09","153,31","153,05","","-0,01%"
"17.09.2020","153,02","153,08","153,26","152,96","","-0,03%"
"18.09.2020","152,99","153,01","153,16","152,99","","-0,02%"
"21.09.2020","152,68","152,97","153,16","152,68","","-0,20%"
"22.09.2020","152,41","152,69","152,88","152,37","","-0,18%"
"23.09.2020","152,25","152,41","152,44","152,25","","-0,10%"
"24.09.2020","152,08","152,26","152,36","152,03","","-0,11%"
"25.09.2020","152,16","152,08","152,32","152,08","","0,05%"
"28.09.2020","151,98","152,16","152,17","151,93","","-0,12%"
"29.09.2020","151,97","152,03","152,16","151,88","","-0,01%"
"30.09.2020","152,36","152,01","152,37","152,01","","0,26%"
"01.10.2020","152,79","152,37","152,84","152,37","","0,28%"
"02.10.2020","152,75","152,81","152,81","152,62","","-0,03%"
"05.10.2020","152,85","152,79","153,00","152,79","","0,07%"
"06.10.2020","153,08","152,85","153,08","152,80","","0,15%"
"07.10.2020","153,24","153,10","153,29","153,09","","0,10%"
"08.10.2020","153,78","153,28","153,78","153,25","","0,35%"
"09.10.2020","153,86","153,80","154,00","153,78","","0,05%"
"12.10.2020","153,91","153,84","154,15","153,84","","0,03%"
"13.10.2020","153,96","153,94","153,97","153,85","","0,03%"
"14.10.2020","153,91","153,98","154,04","153,91","","-0,03%"
"15.10.2020","153,56","153,89","153,91","153,56","","-0,23%"
"16.10.2020","153,56","153,55","153,60","153,43","","0,00%"
"19.10.2020","153,82","153,57","153,82","153,53","","0,17%"
"20.10.2020","153,78","153,83","153,91","153,75","","-0,03%"
"21.10.2020","153,89","153,79","153,97","153,78","","0,07%"
"22.10.2020","153,80","153,90","154,00","153,80","","-0,06%"
"23.10.2020","153,90","153,81","153,95","153,80","","0,07%"
"26.10.2020","153,79","153,90","153,94","153,78","","-0,07%"
"27.10.2020","153,65","153,80","153,84","153,64","","-0,09%"
"28.10.2020","153,17","153,61","153,64","153,17","","-0,31%"
"29.10.2020","152,86","153,16","153,16","152,86","","-0,20%"
"30.10.2020","152,72","152,86","152,97","152,72","","-0,09%"
"02.11.2020","151,86","152,73","152,75","151,86","","-0,56%"
"03.11.2020","152,09","151,77","152,20","151,77","","0,15%"
"05.11.2020","153,51","152,06","153,51","152,06","","0,93%"
"06.11.2020","153,99","153,55","153,99","153,55","","0,31%"
"09.11.2020","154,46","154,00","154,46","153,86","","0,31%"
"10.11.2020","154,31","154,57","154,57","154,17","","-0,10%"
"11.11.2020","154,27","154,32","154,32","154,19","","-0,03%"
"12.11.2020","154,26","154,26","154,31","154,16","","-0,01%"
"13.11.2020","154,40","154,28","154,42","154,22","","0,09%"
"16.11.2020","154,50","154,39","154,50","154,21","","0,06%"
"17.11.2020","154,42","154,52","154,54","154,41","","-0,05%"
"18.11.2020","154,15","154,40","154,44","154,15","","-0,17%"
"19.11.2020","154,31","154,09","154,40","154,06","","0,10%"
"20.11.2020","154,35","154,32","154,40","154,26","","0,03%"
"23.11.2020","154,56","154,36","154,63","154,25","","0,14%"
"24.11.2020","154,35","154,36","154,41","154,33","","-0,14%"
"25.11.2020","154,34","154,36","154,40","154,27","","-0,01%"
"26.11.2020","154,20","154,33","154,35","154,16","","-0,09%"
"27.11.2020","154,21","154,18","154,23","154,09","","0,01%"
"30.11.2020","154,06","154,19","154,23","154,06","","-0,10%"
"01.12.2020","154,08","154,06","154,14","154,06","","0,01%"
"02.12.2020","154,04","154,09","154,16","154,00","","-0,03%"
"03.12.2020","154,05","154,05","154,06","153,95","","0,01%"
"04.12.2020","154,13","154,16","154,23","154,10","","0,05%"
"07.12.2020","154,18","154,13","154,26","154,11","","0,03%"
"08.12.2020","154,24","154,17","154,26","154,11","","0,04%"
"09.12.2020","154,15","154,24","154,29","154,12","","-0,06%"
"10.12.2020","153,98","154,09","154,20","153,97","","-0,11%"
"11.12.2020","153,88","153,98","153,98","153,86","","-0,06%"
"14.12.2020","153,87","153,88","153,96","153,82","","-0,01%"
"15.12.2020","153,79","153,88","153,90","153,77","","-0,05%"
"16.12.2020","153,73","153,78","153,90","153,69","","-0,04%"
"17.12.2020","153,85","153,73","153,86","153,73","","0,08%"
"18.12.2020","153,68","153,86","153,92","153,68","","-0,11%"
"21.12.2020","153,17","153,71","153,73","153,17","","-0,33%"
"22.12.2020","153,02","153,16","153,16","152,96","","-0,10%"
"23.12.2020","152,86","153,06","153,17","152,86","","-0,10%"
"24.12.2020","152,88","152,86","153,07","152,84","","0,01%"
"25.12.2020","153,11","152,86","153,13","152,71","","0,15%"
"28.12.2020","152,93","153,12","153,12","152,87","","-0,12%"
"29.12.2020","153,16","152,90","153,17","152,84","","0,15%"
"30.12.2020","153,15","153,15","153,44","153,14","","-0,01%"
"04.01.2021","153,34","153,15","153,40","153,12","","0,12%"
"05.01.2021","153,48","153,37","153,48","153,22","","0,09%"
"06.01.2021","153,53","153,51","153,67","153,49","","0,03%"
"08.01.2021","153,50","153,54","153,66","153,44","","-0,02%"
"11.01.2021","153,00","153,46","153,53","153,00","","-0,33%"
"12.01.2021","152,74","152,99","153,03","152,68","","-0,17%"
"13.01.2021","152,58","152,76","152,90","152,58","","-0,10%"
"14.01.2021","152,46","152,63","152,71","152,45","","-0,08%"
"15.01.2021","151,80","152,48","152,62","151,80","","-0,43%"
"18.01.2021","151,57","151,77","151,95","151,56","","-0,15%"
"19.01.2021","151,70","151,53","151,70","151,42","","0,09%"
"20.01.2021","151,83","151,73","151,92","151,70","","0,09%"
"21.01.2021","151,56","151,87","152,06","151,56","","-0,18%"
"22.01.2021","150,92","151,56","151,64","150,92","","-0,42%"
"25.01.2021","150,96","150,93","151,19","150,93","","0,03%"
"26.01.2021","151,01","150,96","151,17","150,91","","0,03%"
"27.01.2021","150,91","151,01","151,25","150,91","","-0,07%"
"28.01.2021","150,76","150,92","150,96","150,62","","-0,10%"
"29.01.2021","150,96","150,84","151,10","150,84","","0,13%"
"01.02.2021","151,03","150,96","151,06","150,96","","0,05%"
"02.02.2021","150,98","151,01","151,19","150,98","","-0,03%"
"03.02.2021","150,59","150,97","150,98","150,55","","-0,26%"
"04.02.2021","150,88","150,60","150,92","150,60","","0,19%"
"05.02.2021","151,16","150,90","151,16","150,84","","0,19%"
"08.02.2021","151,45","151,19","151,49","151,19","","0,19%"
"09.02.2021","151,02","151,44","151,47","151,02","","-0,28%"
"10.02.2021","150,69","151,00","151,06","150,68","","-0,22%"
"11.02.2021","150,24","150,69","150,84","150,24","","-0,30%"
"12.02.2021","149,61","150,22","150,41","149,61","","-0,42%"
"15.02.2021","149,32","149,60","149,90","149,32","","-0,19%"
"16.02.2021","148,73","149,31","149,32","148,72","","-0,40%"
"17.02.2021","148,56","148,74","148,74","148,22","","-0,11%"
"18.02.2021","148,84","148,56","148,91","148,56","","0,19%"
"19.02.2021","148,40","148,85","148,94","148,39","","-0,30%"
"20.02.2021","148,40","148,61","148,64","148,32","","0,00%"
"22.02.2021","148,33","148,41","148,46","148,33","","-0,05%"
"24.02.2021","148,46","148,31","148,55","148,25","","0,09%"
"25.02.2021","148,05","148,49","148,49","148,05","","-0,28%"
"26.02.2021","147,42","148,03","148,10","147,42","","-0,43%"
"01.03.2021","147,68","147,43","147,71","147,43","","0,18%"
"02.03.2021","147,83","147,70","147,83","147,43","","0,10%"
"03.03.2021","148,26","147,85","148,27","147,87","","0,29%"
"04.03.2021","149,03","148,29","149,05","148,29","","0,52%"
"05.03.2021","148,21","149,03","149,03","148,14","","-0,55%"
"09.03.2021","148,26","148,22","148,53","148,20","","0,03%"
"10.03.2021","147,89","148,28","148,51","147,89","","-0,25%"
"11.03.2021","147,42","147,90","148,13","147,41","","-0,32%"
"12.03.2021","147,21","147,43","147,65","147,21","","-0,14%"
"15.03.2021","147,20","147,23","147,50","147,20","","-0,01%"
"16.03.2021","146,98","147,21","147,29","146,97","","-0,15%"
"17.03.2021","146,73","147,05","147,11","146,73","","-0,17%"
"18.03.2021","146,33","146,72","146,84","146,30","","-0,27%"
"19.03.2021","145,83","146,32","146,32","145,83","","-0,34%"
"22.03.2021","145,30","145,83","145,83","145,30","","-0,36%"
"23.03.2021","144,27","145,31","145,56","144,06","","-0,71%"
"24.03.2021","144,61","144,35","144,75","144,34","","0,24%"
"25.03.2021","145,06","144,62","145,09","144,62","","0,31%"
"26.03.2021","145,75","145,10","145,77","145,10","","0,48%"
"29.03.2021","145,95","145,77","146,09","145,77","","0,14%"
"30.03.2021","145,51","145,98","146,10","145,51","","-0,30%"
"31.03.2021","145,61","145,54","145,78","145,48","","0,07%"
"01.04.2021","145,38","145,62","145,89","145,38","","-0,16%"
"02.04.2021","145,43","145,40","145,72","145,40","","0,03%"
"05.04.2021","145,38","145,49","145,72","145,37","","-0,03%"
"06.04.2021","145,13","145,41","145,53","145,13","","-0,17%"
"07.04.2021","144,07","145,12","145,12","144,06","","-0,73%"
"08.04.2021","144,10","144,11","144,40","144,10","","0,02%"
"09.04.2021","143,83","144,15","144,35","143,82","","-0,19%"
"12.04.2021","144,04","143,83","144,24","143,83","","0,15%"
"13.04.2021","144,04","144,02","144,36","144,02","","0,00%"
"14.04.2021","145,43","144,04","145,53","144,04","","0,97%"
"15.04.2021","144,70","145,33","145,33","144,19","","-0,50%"
"16.04.2021","146,16","144,75","146,26","144,75","","1,01%"
"19.04.2021","145,53","146,18","146,24","145,47","","-0,43%"
"20.04.2021","145,31","145,56","145,88","145,29","","-0,15%"
"21.04.2021","145,52","145,36","145,56","145,34","","0,14%"
"22.04.2021","145,94","145,54","145,94","145,34","","0,29%"
"23.04.2021","146,02","145,97","146,24","145,34","","0,05%"
"26.04.2021","146,20","146,03","146,29","145,34","","0,12%"
"27.04.2021","145,87","146,22","146,32","145,34","","-0,23%"
"28.04.2021","145,56","145,87","146,32","145,34","","-0,21%"
"29.04.2021","145,85","145,61","146,32","145,34","","0,20%"
"30.04.2021","145,72","145,83","146,32","145,34","","-0,09%"
"04.05.2021","145,90","145,75","145,90","145,75","","0,12%"
"05.05.2021","146,00","145,94","146,10","145,94","","0,07%"
"06.05.2021","146,10","146,00","146,18","146,00","","0,07%"
"07.05.2021","145,96","146,11","146,31","145,90","","-0,10%"
"10.05.2021","146,20","145,96","146,24","146,05","","0,16%"
"11.05.2021","145,84","146,20","146,25","145,81","","-0,25%"
"12.05.2021","145,58","145,80","145,97","145,56","","-0,18%"
"13.05.2021","145,14","145,71","145,90","145,09","","-0,30%"
"14.05.2021","145,50","145,12","145,63","145,12","","0,25%"
"17.05.2021","145,48","145,51","145,62","145,37","","-0,01%"
"18.05.2021","145,42","145,48","145,68","145,42","","-0,04%"
"19.05.2021","145,30","145,43","145,59","145,30","","-0,08%"
