Дата,RGBi
2019-02-25,136.45
2019-02-26,136.28
2019-02-27,136.13
2019-02-28,136.21
2019-03-01,136.4
2019-03-04,136.4
2019-03-05,136.29
2019-03-06,136.17
2019-03-07,136.24
2019-03-11,136.3
2019-03-12,136.34
2019-03-13,136.4
2019-03-14,136.41
2019-03-15,136.44
2019-03-18,136.92
2019-03-19,137.21
2019-03-20,137.02
2019-03-21,137.69
2019-03-22,137.41
2019-03-25,137.54
2019-03-26,137.53
2019-03-27,137.25
2019-03-28,136.8
2019-03-29,136.78
2019-04-01,136.47
2019-04-02,136.43
2019-04-03,136.44
2019-04-04,136.37
2019-04-05,136.61
2019-04-08,136.75
2019-04-09,137.03
2019-04-10,137.14
2019-04-11,137.36
2019-04-12,137.42
2019-04-15,137.27
2019-04-16,137.17
2019-04-17,137.27
2019-04-18,137.09
2019-04-19,137.13
2019-04-22,137.14
2019-04-23,136.98
2019-04-24,136.98
2019-04-25,136.85
2019-04-26,136.97
2019-04-29,137.33
2019-04-30,137.62
2019-05-02,137.74
2019-05-03,137.69
2019-05-06,137.52
2019-05-07,137.57
2019-05-08,137.65
2019-05-10,137.61
2019-05-13,137.55
2019-05-14,137.57
2019-05-15,137.73
2019-05-16,138.06
2019-05-17,138.29
2019-05-20,138.57
2019-05-21,138.71
2019-05-22,139.33
2019-05-23,139.13
2019-05-24,139.15
2019-05-27,139.15
2019-05-28,139.11
2019-05-29,138.93
2019-05-30,139.23
2019-05-31,139.25
2019-06-03,139.15
2019-06-04,139.38
2019-06-05,139.8
2019-06-06,140.13
2019-06-07,140.35
2019-06-10,140.57
2019-06-11,140.67
2019-06-13,140.56
2019-06-14,140.77
2019-06-17,141.01
2019-06-18,141.13
2019-06-19,141.81
2019-06-20,142.55
2019-06-21,142.13
2019-06-24,142.26
2019-06-25,142.31
2019-06-26,142.06
2019-06-27,142.02
2019-06-28,142.19
2019-07-01,142.46
2019-07-02,142.44
2019-07-03,142.39
2019-07-04,142.61
2019-07-05,142.67
2019-07-08,142.56
2019-07-09,142.69
2019-07-10,142.84
2019-07-11,142.99
2019-07-12,142.71
2019-07-15,142.66
2019-07-16,142.63
2019-07-17,142.64
2019-07-18,142.54
2019-07-19,142.66
2019-07-22,143.04
2019-07-23,143.22
2019-07-24,143.45
2019-07-25,143.75
2019-07-26,143.52
2019-07-29,143.23
2019-07-30,143.19
2019-07-31,143.23
2019-08-01,143.15
2019-08-02,142.52
2019-08-05,142.83
2019-08-06,143.15
2019-08-07,143.23
2019-08-08,143.37
2019-08-09,143.3
2019-08-12,143.1
2019-08-13,143.06
2019-08-14,143.07
2019-08-15,142.99
2019-08-16,143.14
2019-08-19,143.03
2019-08-20,143.21
2019-08-21,143.76
2019-08-22,143.9
2019-08-23,143.88
2019-08-26,143.84
2019-08-27,143.77
2019-08-28,143.95
2019-08-29,144.14
2019-08-30,144.51
2019-09-02,144.82
2019-09-03,144.7
2019-09-04,145.27
2019-09-05,145.2
2019-09-06,145.27
2019-09-09,145.12
2019-09-10,145.01
2019-09-11,145.02
2019-09-12,145.27
2019-09-13,145.34
2019-09-16,145.25
2019-09-17,144.95
2019-09-18,144.98
2019-09-19,145.17
2019-09-20,145.2
2019-09-23,145.14
2019-09-24,145.15
2019-09-25,145.1
2019-09-26,145.2
2019-09-27,145.17
2019-09-30,145.14
2019-10-01,145.11
2019-10-02,145.1
2019-10-03,145.13
2019-10-04,145.41
2019-10-07,146.06
2019-10-08,146.23
2019-10-09,146.35
2019-10-10,147.06
2019-10-11,147.41
2019-10-14,147.55
2019-10-15,147.64
2019-10-16,147.62
2019-10-17,147.69
2019-10-18,148.31
2019-10-21,148.77
2019-10-22,148.99
2019-10-23,149.31
2019-10-24,149.01
2019-10-25,149.51
2019-10-28,149.88
2019-10-29,149.76
2019-10-30,149.78
2019-10-31,149.41
2019-11-01,149.63
2019-11-05,150.09
2019-11-06,150.01
2019-11-07,150.12
2019-11-08,149.98
2019-11-11,149.56
2019-11-12,149.31
2019-11-13,148.93
2019-11-14,149.19
2019-11-15,149.4
2019-11-18,149.5
2019-11-19,149.77
2019-11-20,149.88
2019-11-21,149.97
2019-11-22,150.02
2019-11-25,149.87
2019-11-26,149.8
2019-11-27,149.82
2019-11-28,149.68
2019-11-29,149.55
2019-12-02,149.34
2019-12-03,149.5
2019-12-04,149.63
2019-12-05,149.64
2019-12-06,149.68
2019-12-09,149.68
2019-12-10,149.7
2019-12-11,149.67
2019-12-12,149.91
2019-12-13,150.18
2019-12-16,150.13
2019-12-17,150.25
2019-12-18,150.21
2019-12-19,150.05
2019-12-20,149.99
2019-12-23,150.01
2019-12-24,150.18
2019-12-25,150.31
2019-12-26,150.41
2019-12-27,150.45
2019-12-30,150.57
2020-01-03,150.73
2020-01-06,150.63
2020-01-08,150.6
2020-01-09,150.69
2020-01-10,151.13
2020-01-13,151.87
2020-01-14,151.84
2020-01-15,151.57
2020-01-16,151.68
2020-01-17,151.78
2020-01-20,151.86
2020-01-21,151.72
2020-01-22,151.72
2020-01-23,151.86
2020-01-24,151.85
2020-01-27,151.41
2020-01-28,151.29
2020-01-29,151.47
2020-01-30,151.38
2020-01-31,151.42
2020-02-03,151.22
2020-02-04,151.42
2020-02-05,151.72
2020-02-06,151.69
2020-02-07,151.93
2020-02-10,151.99
2020-02-11,152.11
2020-02-12,152.34
2020-02-13,152.52
2020-02-14,152.76
2020-02-17,152.85
2020-02-18,152.8
2020-02-19,153.08
2020-02-20,153.38
2020-02-21,153.05
2020-02-25,152.72
2020-02-26,152.18
2020-02-27,151.73
2020-02-28,149.32
2020-03-02,150.15
2020-03-03,151.24
2020-03-04,152.61
2020-03-05,152.75
2020-03-06,149.9
2020-03-10,145.37
2020-03-11,144.91
2020-03-12,140.22
2020-03-13,140.31
2020-03-16,138.54
2020-03-17,138.63
2020-03-18,137.04
2020-03-19,137.63
2020-03-20,140.68
2020-03-23,140.79
2020-03-24,144.37
2020-03-25,144.37
2020-03-26,144.85
2020-03-27,145.75
2020-03-30,145.26
2020-03-31,146.92
2020-04-01,146.6
2020-04-02,146.44
2020-04-03,146.89
2020-04-06,147.38
2020-04-07,147.57
2020-04-08,147.37
2020-04-09,147.77
2020-04-10,147.89
2020-04-13,147.97
2020-04-14,147.96
2020-04-15,147.46
2020-04-16,148.02
2020-04-17,150.02
2020-04-20,151.56
2020-04-21,150.57
2020-04-22,151.23
2020-04-23,152.23
2020-04-24,152.78
2020-04-27,152.74
2020-04-28,152.77
2020-04-29,152.72
2020-04-30,152.71
2020-05-04,152.84
2020-05-05,153.03
2020-05-06,152.83
2020-05-07,152.85
2020-05-08,153.43
2020-05-12,154.43
2020-05-13,154.64
2020-05-14,154.83
2020-05-15,156.31
2020-05-18,157.44
2020-05-19,157.3
2020-05-20,157.47
2020-05-21,157.55
2020-05-22,157.3
2020-05-25,157.31
2020-05-26,157.31
2020-05-27,156.96
2020-05-28,156.82
2020-05-29,156.91
2020-06-01,157.11
2020-06-02,157.21
2020-06-03,157.02
2020-06-04,156.28
2020-06-05,156.01
2020-06-08,155.82
2020-06-09,155.75
2020-06-10,156.34
2020-06-11,156.26
2020-06-15,156.15
2020-06-16,156.56
2020-06-17,156.85
2020-06-18,157.04
2020-06-19,157.44
2020-06-22,156.9
2020-06-23,156.69
2020-06-25,156.15
2020-06-26,156.24
2020-06-29,156.12
2020-06-30,155.08
2020-07-02,155.21
2020-07-03,154.32
2020-07-06,154.08
2020-07-07,154.67
2020-07-08,155.2
2020-07-09,155.7
2020-07-10,155.5
2020-07-13,155.65
2020-07-14,155.68
2020-07-15,155.61
2020-07-16,155.44
2020-07-17,155.54
2020-07-20,155.74
2020-07-21,156.01
2020-07-22,156.01
2020-07-23,155.99
2020-07-24,155.79
2020-07-27,155.79
2020-07-28,155.52
2020-07-29,155.41
2020-07-30,154.76
2020-07-31,154.92
2020-08-03,155.19
2020-08-04,155.26
2020-08-05,155.31
2020-08-06,155.13
2020-08-07,155.02
2020-08-10,155.04
2020-08-11,155.1
2020-08-12,154.95
2020-08-13,154.79
2020-08-14,154.47
2020-08-17,153.34
2020-08-18,153.23
2020-08-19,153.86
2020-08-20,153.62
2020-08-21,153.19
2020-08-24,153.38
2020-08-25,153.26
2020-08-26,153.0
2020-08-27,153.41
2020-08-28,153.59
2020-08-31,153.79
2020-09-01,153.94
2020-09-02,153.61
2020-09-03,153.06
2020-09-04,153.23
2020-09-07,153.12
2020-09-08,152.75
2020-09-09,152.91
2020-09-10,153.19
2020-09-11,153.11
2020-09-14,153.0
2020-09-15,153.07
2020-09-16,153.06
2020-09-17,153.02
2020-09-18,152.99
2020-09-21,152.68
2020-09-22,152.41
2020-09-23,152.25
2020-09-24,152.08
2020-09-25,152.16
2020-09-28,151.98
2020-09-29,151.97
2020-09-30,152.36
2020-10-01,152.79
2020-10-02,152.75
2020-10-05,152.85
2020-10-06,153.08
2020-10-07,153.24
2020-10-08,153.78
2020-10-09,153.86
2020-10-12,153.91
2020-10-13,153.96
2020-10-14,153.91
2020-10-15,153.56
2020-10-16,153.56
2020-10-19,153.82
2020-10-20,153.78
2020-10-21,153.89
2020-10-22,153.8
2020-10-23,153.9
2020-10-26,153.79
2020-10-27,153.65
2020-10-28,153.17
2020-10-29,152.86
2020-10-30,152.72
2020-11-02,151.86
2020-11-03,152.09
2020-11-05,153.51
2020-11-06,153.99
2020-11-09,154.46
2020-11-10,154.31
2020-11-11,154.27
2020-11-12,154.26
2020-11-13,154.4
2020-11-16,154.5
2020-11-17,154.42
2020-11-18,154.15
2020-11-19,154.31
2020-11-20,154.35
2020-11-23,154.56
2020-11-24,154.35
2020-11-25,154.34
2020-11-26,154.2
2020-11-27,154.21
2020-11-30,154.06
2020-12-01,154.08
2020-12-02,154.04
2020-12-03,154.05
2020-12-04,154.13
2020-12-07,154.18
2020-12-08,154.24
2020-12-09,154.15
2020-12-10,153.98
2020-12-11,153.88
2020-12-14,153.87
2020-12-15,153.79
2020-12-16,153.73
2020-12-17,153.85
2020-12-18,153.68
2020-12-21,153.17
2020-12-22,153.02
2020-12-23,152.86
2020-12-24,152.88
2020-12-25,153.11
2020-12-28,152.93
2020-12-29,153.16
2020-12-30,153.15
2021-01-04,153.34
2021-01-05,153.48
2021-01-06,153.53
2021-01-08,153.5
2021-01-11,153.0
2021-01-12,152.74
2021-01-13,152.58
2021-01-14,152.46
2021-01-15,151.8
2021-01-18,151.57
2021-01-19,151.7
2021-01-20,151.83
2021-01-21,151.56
2021-01-22,150.92
2021-01-25,150.96
2021-01-26,151.01
2021-01-27,150.91
2021-01-28,150.76
2021-01-29,150.96
2021-02-01,151.03
2021-02-02,150.98
2021-02-03,150.59
2021-02-04,150.88
2021-02-05,151.16
2021-02-08,151.45
2021-02-09,151.02
2021-02-10,150.69
2021-02-11,150.24
2021-02-12,149.61
2021-02-15,149.32
2021-02-16,148.73
2021-02-17,148.56
2021-02-18,148.84
2021-02-19,148.4
2021-02-20,148.4
2021-02-22,148.33
2021-02-24,148.46
2021-02-25,148.05
2021-02-26,147.42
2021-03-01,147.68
2021-03-02,147.83
2021-03-03,148.26
2021-03-04,149.03
2021-03-05,148.21
2021-03-09,148.26
2021-03-10,147.89
2021-03-11,147.42
2021-03-12,147.21
2021-03-15,147.2
2021-03-16,146.98
2021-03-17,146.73
2021-03-18,146.33
2021-03-19,145.83
2021-03-22,145.3
2021-03-23,144.27
2021-03-24,144.61
2021-03-25,145.06
2021-03-26,145.75
2021-03-29,145.95
2021-03-30,145.51
2021-03-31,145.61
2021-04-01,145.38
2021-04-02,145.43
2021-04-05,145.38
2021-04-06,145.13
2021-04-07,144.07
2021-04-08,144.1
2021-04-09,143.83
2021-04-12,144.04
2021-04-13,144.04
2021-04-14,145.43
2021-04-15,144.7
2021-04-16,146.16
2021-04-19,145.53
2021-04-20,145.31
2021-04-21,145.52
2021-04-22,145.94
2021-04-23,146.02
2021-04-26,146.2
2021-04-27,145.87
2021-04-28,145.56
2021-04-29,145.85
2021-04-30,145.72
2021-05-04,145.9
2021-05-05,146.0
2021-05-06,146.1
2021-05-07,145.96
2021-05-10,146.2
2021-05-11,145.84
2021-05-12,145.58
2021-05-13,145.14
2021-05-14,145.5
2021-05-17,145.48
2021-05-18,145.42
2021-05-19,145.3
2021-05-20,145.44
2021-05-21,145.51
2021-05-24,145.43
2021-05-25,145.33
2021-05-26,145.37
2021-05-27,145.41
2021-05-28,145.32
2021-05-31,145.21
2021-06-01,145.05
2021-06-02,145.0
2021-06-03,144.89
2021-06-04,144.6
2021-06-07,144.5
2021-06-08,144.1
2021-06-09,143.86
2021-06-10,144.09
2021-06-11,144.7
2021-06-14,144.71
2021-06-15,144.51
2021-06-16,144.16
2021-06-17,144.23
2021-06-18,144.77
2021-06-21,144.59
2021-06-22,144.56
2021-06-23,144.67
2021-06-24,144.87
2021-06-25,144.76
2021-06-28,144.5
2021-06-29,144.07
2021-06-30,144.08
2021-07-01,144.18
2021-07-02,144.05
2021-07-05,144.15
2021-07-06,144.1
2021-07-07,144.05
2021-07-08,143.81
2021-07-09,143.96
2021-07-12,143.83
2021-07-13,143.79
2021-07-14,143.75
2021-07-15,143.94
2021-07-16,143.96
2021-07-19,143.84
2021-07-20,144.03
2021-07-21,144.51
2021-07-22,145.03
2021-07-23,145.18
2021-07-26,145.23
2021-07-27,145.48
2021-07-28,145.71
2021-07-29,145.71
2021-07-30,145.76
2021-08-02,145.64
2021-08-03,145.53
2021-08-04,145.31
2021-08-05,145.4
2021-08-06,145.23
2021-08-09,144.97
2021-08-10,144.87
2021-08-11,144.76
2021-08-12,144.78
2021-08-13,144.82
2021-08-16,145.22
2021-08-17,145.42
2021-08-18,145.37
2021-08-19,145.06
2021-08-20,145.06
2021-08-23,145.0
2021-08-24,144.87
2021-08-25,144.79
2021-08-26,144.49
2021-08-27,144.7
2021-08-30,144.82
2021-08-31,144.9
2021-09-01,144.92
2021-09-02,144.64
2021-09-03,144.71
2021-09-06,144.64
2021-09-07,144.48
2021-09-08,144.42
2021-09-09,144.43
2021-09-10,144.53
2021-09-13,144.61
2021-09-14,144.52
2021-09-15,144.31
2021-09-16,144.3
2021-09-17,144.19
2021-09-20,143.59
2021-09-21,143.67
2021-09-22,143.71
2021-09-23,143.28
2021-09-24,142.96
2021-09-27,142.58
2021-09-28,142.68
2021-09-29,142.77
2021-09-30,142.55
2021-10-01,142.24
2021-10-04,141.9
2021-10-05,141.1
2021-10-06,140.58
2021-10-07,141.14
2021-10-08,141.66
2021-10-11,141.59
2021-10-12,141.45
2021-10-13,141.52
2021-10-14,141.77
2021-10-15,141.8
2021-10-18,141.31
2021-10-19,141.29
2021-10-20,141.07
2021-10-21,140.67
2021-10-22,139.52
2021-10-25,138.24
2021-10-26,137.64
2021-10-27,137.84
2021-10-28,136.7
2021-10-29,136.75
2021-11-01,136.18
2021-11-02,136.0
2021-11-03,136.16
2021-11-05,136.15
2021-11-08,136.54
2021-11-09,137.06
2021-11-10,137.55
2021-11-11,137.71
2021-11-12,137.21
2021-11-15,136.88
2021-11-16,136.29
2021-11-17,136.33
2021-11-18,135.71
2021-11-19,135.36
2021-11-22,134.21
2021-11-23,133.57
2021-11-24,134.05
2021-11-25,134.57
2021-11-26,134.42
2021-11-29,135.35
2021-11-30,135.28
2021-12-01,135.43
2021-12-02,134.95
2021-12-03,135.23
2021-12-06,134.88
2021-12-07,134.23
2021-12-08,134.38
2021-12-09,134.51
2021-12-10,134.64
2021-12-13,134.56
2021-12-14,134.25
2021-12-15,134.3
2021-12-16,134.61
2021-12-17,134.86
2021-12-20,135.46
2021-12-21,135.45
2021-12-22,135.52
2021-12-23,135.6
2021-12-24,135.65
2021-12-27,135.65
2021-12-28,135.66
2021-12-29,135.62
2021-12-30,135.77
2022-01-03,136.22
2022-01-04,136.33
2022-01-05,136.45
2022-01-06,135.73
2022-01-10,134.91
2022-01-11,134.12
2022-01-12,133.73
2022-01-13,132.55
2022-01-14,129.95
2022-01-17,129.06
2022-01-18,128.83
2022-01-19,130.12
2022-01-20,129.81
2022-01-21,129.46
2022-01-24,127.76
2022-01-25,127.51
2022-01-26,127.31
2022-01-27,128.0
2022-01-28,128.83
2022-01-31,128.99
2022-02-01,129.23
2022-02-02,129.58
2022-02-03,129.34
2022-02-04,129.54
2022-02-07,129.49
2022-02-08,129.51
2022-02-09,129.56
2022-02-10,129.31
2022-02-11,127.96
2022-02-14,125.43
2022-02-15,126.52
2022-02-16,127.63
2022-02-17,127.03
2022-02-18,126.97
2022-02-21,124.33
2022-02-22,121.46
2022-02-24,104.3
2022-02-25,108.45
2022-03-21,102.45
2022-03-22,107.51
2022-03-23,106.85
2022-03-24,107.31
2022-03-25,108.16
2022-03-28,107.77
2022-03-29,109.44
2022-03-30,114.26
2022-03-31,116.97
2022-04-01,117.19
2022-04-04,115.72
2022-04-05,115.58
2022-04-06,115.26
2022-04-07,115.22
2022-04-08,119.01
2022-04-11,121.55
2022-04-12,121.49
2022-04-13,122.11
2022-04-14,122.87
2022-04-15,122.18
2022-04-18,123.01
2022-04-19,124.71
2022-04-20,125.7
2022-04-21,126.98
2022-04-22,126.74
2022-04-25,125.83
2022-04-26,126.26
2022-04-27,126.14
2022-04-28,125.89
2022-04-29,126.17
2022-05-04,125.7
2022-05-05,125.34
2022-05-06,125.17
2022-05-11,125.1
2022-05-12,124.92
2022-05-13,124.81
2022-05-16,125.02
2022-05-17,125.06
2022-05-18,124.95
2022-05-19,125.29
2022-05-20,125.61
2022-05-23,125.55
2022-05-24,125.58
2022-05-25,128.06
2022-05-26,129.53
2022-05-27,129.23
2022-05-30,128.97
2022-05-31,128.98
2022-06-01,130.13
2022-06-02,131.61
2022-06-03,131.71
2022-06-06,132.23
2022-06-07,132.32
2022-06-08,132.31
2022-06-09,132.71
2022-06-10,132.91
2022-06-14,132.15
2022-06-15,132.12
2022-06-16,132.81
2022-06-17,132.76
2022-06-20,132.97
2022-06-21,133.13
2022-06-22,133.2
2022-06-23,133.73
2022-06-24,134.24
2022-06-27,134.9
2022-06-28,135.1
2022-06-29,134.98
2022-06-30,134.62
2022-07-01,134.3
2022-07-04,133.74
2022-07-05,133.19
2022-07-06,133.24
2022-07-07,133.78
2022-07-08,133.95
2022-07-11,133.82
2022-07-12,133.56
2022-07-13,133.41
2022-07-14,133.44
2022-07-15,133.49
2022-07-18,133.32
2022-07-19,133.27
2022-07-20,133.37
2022-07-21,134.01
2022-07-22,135.5
2022-07-25,135.91
2022-07-26,135.78
2022-07-27,135.84
2022-07-28,135.97
2022-07-29,136.2
2022-08-01,136.23
2022-08-02,136.24
2022-08-03,136.03
2022-08-04,136.05
2022-08-05,135.94
2022-08-08,135.92
2022-08-09,135.95
2022-08-10,135.77
2022-08-11,135.33
2022-08-12,134.85
2022-08-15,135.14
2022-08-16,135.27
2022-08-17,135.42
2022-08-18,135.46
2022-08-19,135.24
2022-08-22,134.97
2022-08-23,134.93
2022-08-24,134.8
2022-08-25,135.02
2022-08-26,135.06
2022-08-29,135.06
2022-08-30,135.13
2022-08-31,134.96
2022-09-01,135.1
2022-09-02,135.41
2022-09-05,135.86
2022-09-06,136.07
2022-09-07,136.05
2022-09-08,135.86
2022-09-09,135.65
2022-09-12,135.8
2022-09-13,135.55
2022-09-14,135.57
2022-09-15,135.72
2022-09-16,135.73
2022-09-19,134.1
2022-09-20,132.47
2022-09-21,129.65
2022-09-22,130.44
2022-09-23,128.89
2022-09-26,125.97
2022-09-27,128.39
2022-09-28,128.21
2022-09-29,126.65
2022-09-30,125.74
2022-10-03,126.94
2022-10-04,128.43
2022-10-05,128.39
2022-10-06,128.87
2022-10-07,128.69
2022-10-10,127.66
2022-10-11,128.62
2022-10-12,129.07
2022-10-13,129.26
2022-10-14,129.44
2022-10-17,129.89
2022-10-18,130.09
2022-10-19,130.06
2022-10-20,130.35
2022-10-21,130.68
2022-10-24,130.89
2022-10-25,130.87
2022-10-26,130.81
2022-10-27,130.6
2022-10-28,130.56
2022-10-31,130.22
2022-11-01,130.16
2022-11-02,129.55
2022-11-03,129.55
2022-11-07,129.65
2022-11-08,129.07
2022-11-09,128.85
2022-11-10,129.34
2022-11-11,129.54
2022-11-14,129.5
2022-11-15,129.53
2022-11-16,129.87
2022-11-17,130.53
2022-11-18,130.53
2022-11-21,130.48
2022-11-22,130.25
2022-11-23,130.29
2022-11-24,130.56
2022-11-25,130.63
2022-11-28,130.67
2022-11-29,130.64
2022-11-30,130.6
2022-12-01,130.53
2022-12-02,130.45
2022-12-05,130.23
2022-12-06,130.17
2022-12-07,130.19
2022-12-08,130.43
2022-12-09,130.53
2022-12-12,130.49
2022-12-13,130.64
2022-12-14,130.69
2022-12-15,130.59
2022-12-16,130.6
2022-12-19,130.23
2022-12-20,130.05
2022-12-21,129.99
2022-12-22,130.16
2022-12-23,130.2
2022-12-26,130.26
2022-12-27,130.24
2022-12-28,130.12
2022-12-29,130.2
2022-12-30,130.4
2023-01-03,130.91
2023-01-04,131.11
2023-01-05,131.26
2023-01-06,131.16
2023-01-09,130.61
2023-01-10,130.46
2023-01-11,130.26
2023-01-12,130.29
2023-01-13,130.37
2023-01-16,130.31
2023-01-17,130.37
2023-01-18,130.24
2023-01-19,130.35
2023-01-20,130.31
