index,Value
2015-08-24,15.739047619047621
2015-08-25,15.745238095238097
2015-08-26,15.751428571428573
2015-08-27,15.757619047619048
2015-08-28,15.763809523809524
2015-08-31,15.77
2015-09-01,15.76590909090909
2015-09-02,15.761818181818182
2015-09-03,15.757727272727273
2015-09-04,15.753636363636364
2015-09-07,15.749545454545455
2015-09-08,15.745454545454546
2015-09-09,15.741363636363637
2015-09-10,15.737272727272728
2015-09-11,15.73318181818182
2015-09-14,15.72909090909091
2015-09-15,15.725000000000001
2015-09-16,15.720909090909092
2015-09-17,15.716818181818184
2015-09-18,15.712727272727275
2015-09-21,15.708636363636366
2015-09-22,15.704545454545457
2015-09-23,15.700454545454548
2015-09-24,15.696363636363639
2015-09-25,15.69227272727273
2015-09-28,15.688181818181821
2015-09-29,15.684090909090912
2015-09-30,15.680000000000003
2015-10-01,15.676086956521742
2015-10-02,15.67217391304348
2015-10-05,15.668260869565218
2015-10-06,15.664347826086956
2015-10-07,15.660434782608695
2015-10-08,15.656521739130433
2015-10-09,15.652608695652171
2015-10-12,15.64869565217391
2015-10-13,15.644782608695648
2015-10-14,15.640869565217386
2015-10-15,15.636956521739124
2015-10-16,15.633043478260863
2015-10-19,15.629130434782601
2015-10-20,15.62521739130434
2015-10-21,15.621304347826078
2015-10-22,15.617391304347816
2015-10-23,15.613478260869554
2015-10-26,15.609565217391292
2015-10-27,15.60565217391303
2015-10-28,15.601739130434769
2015-10-29,15.597826086956507
2015-10-30,15.593913043478246
2015-10-31,15.589999999999984
2015-11-02,15.559499999999984
2015-11-03,15.528999999999984
2015-11-05,15.498499999999984
2015-11-06,15.467999999999984
2015-11-09,15.437499999999984
2015-11-10,15.406999999999984
2015-11-11,15.376499999999984
2015-11-12,15.345999999999984
2015-11-13,15.315499999999984
2015-11-16,15.284999999999984
2015-11-17,15.254499999999984
2015-11-18,15.223999999999984
2015-11-19,15.193499999999984
2015-11-20,15.162999999999984
2015-11-23,15.132499999999984
2015-11-24,15.101999999999984
2015-11-25,15.071499999999984
2015-11-26,15.040999999999984
2015-11-27,15.010499999999984
2015-11-30,14.979999999999984
2015-12-01,14.889999999999985
2015-12-02,14.799999999999985
2015-12-03,14.709999999999985
2015-12-04,14.619999999999985
2015-12-07,14.529999999999985
2015-12-08,14.439999999999985
2015-12-09,14.349999999999985
2015-12-10,14.259999999999986
2015-12-11,14.169999999999986
2015-12-14,14.079999999999986
2015-12-15,13.989999999999986
2015-12-16,13.899999999999986
2015-12-17,13.809999999999986
2015-12-18,13.719999999999986
2015-12-21,13.629999999999987
2015-12-22,13.539999999999987
2015-12-23,13.449999999999987
2015-12-24,13.359999999999987
2015-12-25,13.269999999999987
2015-12-28,13.179999999999987
2015-12-29,13.089999999999987
2015-12-30,12.999999999999988
2015-12-31,12.909999999999988
2016-01-04,12.744736842105251
2016-01-05,12.579473684210514
2016-01-06,12.414210526315777
2016-01-11,12.24894736842104
2016-01-12,12.083684210526304
2016-01-13,11.918421052631567
2016-01-14,11.75315789473683
2016-01-15,11.587894736842093
2016-01-18,11.422631578947357
2016-01-19,11.25736842105262
2016-01-20,11.092105263157883
2016-01-21,10.926842105263146
2016-01-22,10.76157894736841
2016-01-25,10.596315789473673
2016-01-26,10.431052631578936
2016-01-27,10.2657894736842
2016-01-28,10.100526315789462
2016-01-29,9.935263157894726
2016-01-31,9.769999999999989
2016-02-01,9.688571428571418
2016-02-02,9.607142857142847
2016-02-03,9.525714285714276
2016-02-04,9.444285714285705
2016-02-05,9.362857142857134
2016-02-08,9.281428571428563
2016-02-09,9.199999999999992
2016-02-10,9.118571428571421
2016-02-11,9.03714285714285
2016-02-12,8.95571428571428
2016-02-15,8.874285714285708
2016-02-16,8.792857142857137
2016-02-17,8.711428571428566
2016-02-18,8.629999999999995
2016-02-19,8.548571428571424
2016-02-20,8.467142857142854
2016-02-22,8.385714285714283
2016-02-24,8.304285714285712
2016-02-25,8.22285714285714
2016-02-26,8.14142857142857
2016-02-29,8.059999999999999
2016-03-01,8.023636363636362
2016-03-02,7.9872727272727255
2016-03-03,7.950909090909089
2016-03-04,7.914545454545453
2016-03-07,7.878181818181817
2016-03-09,7.841818181818181
2016-03-10,7.805454545454545
2016-03-11,7.769090909090909
2016-03-14,7.7327272727272724
2016-03-15,7.696363636363636
2016-03-16,7.66
2016-03-17,7.623636363636364
2016-03-18,7.587272727272728
2016-03-21,7.550909090909092
2016-03-22,7.5145454545454555
2016-03-23,7.478181818181819
2016-03-24,7.441818181818183
2016-03-25,7.405454545454547
2016-03-28,7.369090909090911
2016-03-29,7.332727272727275
2016-03-30,7.296363636363639
2016-03-31,7.2600000000000025
2016-04-01,7.2590909090909115
2016-04-04,7.2581818181818205
2016-04-05,7.2572727272727295
2016-04-06,7.256363636363639
2016-04-07,7.255454545454548
2016-04-08,7.254545454545457
2016-04-11,7.253636363636366
2016-04-12,7.252727272727275
2016-04-13,7.251818181818184
2016-04-14,7.250909090909093
2016-04-15,7.250000000000002
2016-04-18,7.249090909090911
2016-04-19,7.24818181818182
2016-04-20,7.247272727272729
2016-04-21,7.246363636363638
2016-04-22,7.245454545454547
2016-04-25,7.244545454545456
2016-04-26,7.243636363636365
2016-04-27,7.242727272727274
2016-04-28,7.241818181818183
2016-04-29,7.240909090909092
2016-04-30,7.240000000000001
2016-05-04,7.243157894736843
2016-05-05,7.246315789473685
2016-05-06,7.2494736842105265
2016-05-10,7.252631578947368
2016-05-11,7.25578947368421
2016-05-12,7.258947368421052
2016-05-13,7.262105263157894
2016-05-16,7.2652631578947355
2016-05-17,7.268421052631577
2016-05-18,7.271578947368419
2016-05-19,7.274736842105261
2016-05-20,7.277894736842103
2016-05-23,7.281052631578945
2016-05-24,7.284210526315786
2016-05-25,7.287368421052628
2016-05-26,7.29052631578947
2016-05-27,7.293684210526312
2016-05-30,7.296842105263154
2016-05-31,7.299999999999995
2016-06-01,7.308571428571424
2016-06-02,7.317142857142853
2016-06-03,7.325714285714282
2016-06-06,7.334285714285711
2016-06-07,7.34285714285714
2016-06-08,7.351428571428569
2016-06-09,7.359999999999998
2016-06-10,7.3685714285714266
2016-06-14,7.3771428571428554
2016-06-15,7.385714285714284
2016-06-16,7.394285714285713
2016-06-17,7.402857142857142
2016-06-20,7.411428571428571
2016-06-21,7.42
2016-06-22,7.428571428571429
2016-06-23,7.437142857142858
2016-06-24,7.445714285714287
2016-06-27,7.4542857142857155
2016-06-28,7.462857142857144
2016-06-29,7.471428571428573
2016-06-30,7.480000000000002
2016-07-01,7.4677272727272745
2016-07-04,7.455454545454547
2016-07-05,7.443181818181819
2016-07-06,7.430909090909092
2016-07-07,7.418636363636364
2016-07-08,7.406363636363636
2016-07-11,7.394090909090909
2016-07-12,7.381818181818181
2016-07-13,7.369545454545453
2016-07-14,7.357272727272726
2016-07-15,7.344999999999998
2016-07-18,7.33272727272727
2016-07-19,7.320454545454543
2016-07-20,7.308181818181815
2016-07-21,7.295909090909087
2016-07-22,7.28363636363636
2016-07-25,7.271363636363632
2016-07-26,7.259090909090904
2016-07-27,7.246818181818177
2016-07-28,7.234545454545449
2016-07-29,7.222272727272721
2016-07-31,7.209999999999994
2016-08-01,7.193913043478255
2016-08-02,7.177826086956516
2016-08-03,7.1617391304347775
2016-08-04,7.145652173913039
2016-08-05,7.1295652173913
2016-08-08,7.113478260869561
2016-08-09,7.0973913043478225
2016-08-10,7.081304347826084
2016-08-11,7.065217391304345
2016-08-12,7.049130434782606
2016-08-15,7.0330434782608675
2016-08-16,7.016956521739129
2016-08-17,7.00086956521739
